Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
163,Marlon\'a0Byrd\\byrdma01,37,TOT,NL,135,544,506,58,125,25,5,23,73,2,1,29,145,.247,.290,.453,.743,100,229,10,4,0,5,2,*79/8D\
164,Asdrubal\'a0Cabrera#\\cabreas01,29,TBR,AL,143,551,505,66,134,28,5,15,58,6,3,36,107,.265,.315,.430,.744,106,217,14,3,1,6,4,*6/D\
165,Everth\'a0Cabrera#\\cabreev01,28,BAL,AL,29,105,96,7,20,2,0,0,4,2,0,5,22,.208,.250,.229,.479,33,22,4,1,1,2,0,6/4\
166,Melky\'a0Cabrera#\\cabreme01,30,CHW,AL,158,683,629,70,172,36,2,12,77,3,0,40,88,.273,.314,.394,.709,97,248,18,2,2,10,2,*7/D\
167,Miguel\'a0Cabrera\\cabremi01,32,DET,AL,119,511,429,64,145,28,1,18,76,1,1,77,82,.338,.440,.534,.974,169,229,19,3,0,2,15,3D\
168,Ramon\'a0Cabrera#\\cabrera01,25,CIN,NL,13,30,30,4,11,1,0,1,3,0,0,0,5,.367,.367,.500,.867,135,15,1,0,0,0,0,/2\
169,Trevor\'a0Cahill\\cahiltr01,27,TOT,NL,26,8,7,0,1,0,0,0,0,0,0,1,2,.143,.250,.143,.393,13,1,0,0,0,0,0,1\
170,Lorenzo\'a0Cain\\cainlo01,29,KCR,AL,140,604,551,101,169,34,6,16,72,28,6,37,98,.307,.361,.477,.838,125,263,16,12,0,4,4,*8/9D\
171,Matt\'a0Cain\\cainma01,30,SFG,NL,12,20,16,0,0,0,0,0,1,0,0,0,9,.000,.000,.000,.000,-100,0,0,0,3,1,0,1\
172,Kole\'a0Calhoun*\\calhoko01,27,LAA,AL,159,686,630,78,161,23,2,26,83,4,1,45,164,.256,.308,.422,.731,104,266,6,5,2,4,1,*9/3D\
173,Orlando\'a0Calixte\\calixor01,23,KCR,AL,2,3,3,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6\
174,Alberto\'a0Callaspo#\\callaal01,32,TOT,NL,97,261,230,20,54,7,0,1,15,0,0,28,34,.235,.315,.278,.594,68,64,6,0,1,2,1,5/4D\
175,Arquimedes\'a0Caminero\\caminar01,28,PIT,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
176,Eric\'a0Campbell\\campber01,28,NYM,NL,71,206,173,28,34,8,0,3,19,5,3,26,37,.197,.312,.295,.607,70,51,11,4,1,2,1,5/37\
177,Leonel\'a0Campos\\campole01,27,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
178,Mark\'a0Canha\\canhama01,26,OAK,AL,124,485,441,61,112,22,3,16,70,7,2,33,96,.254,.315,.426,.742,105,188,9,8,0,3,0,37/9D5\
179,Robinson\'a0Cano*\\canoro01,32,SEA,AL,156,674,624,82,179,34,1,21,79,2,6,43,107,.287,.334,.446,.779,117,278,26,3,0,4,5,*4/D\
180,Carter\'a0Capps\\cappsca01,24,MIA,NL,28,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,181,1,0,0,0,0,0,1\
181,Chris\'a0Capuano*\\capuach01,36,NYY,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
182,Buddy\'a0Carlyle*\\carlybu01,37,NYM,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
183,David\'a0Carpenter\\carpeda01,29,TOT,MLB,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
184,David\'a0Carpenter\\carpeda02,27,ATL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
185,Matt\'a0Carpenter*\\carpema01,29,STL,NL,154,665,574,101,156,44,3,28,84,4,3,81,151,.272,.365,.505,.871,135,290,5,6,0,4,5,*54/3\
186,Carlos\'a0Carrasco\\carraca01,28,CLE,AL,1,3,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,441,1,0,0,2,0,0,1\
187,Ezequiel\'a0Carrera*\\carreez01,28,TOR,AL,91,192,172,27,47,8,0,3,26,2,1,11,45,.273,.321,.372,.693,88,64,1,2,5,2,0,79/8D\
188,Scott\'a0Carroll\\carrosc02,30,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
189,Chris\'a0Carter\\cartech02,28,HOU,AL,129,460,391,50,78,17,0,24,64,1,2,57,151,.199,.307,.427,.734,102,167,5,6,0,5,1,*3/D\
190,Curt\'a0Casali\\casalcu01,26,TBR,AL,38,113,101,13,24,6,0,10,18,0,0,8,34,.238,.304,.594,.898,143,60,2,2,1,1,0,2/D\
191,Andrew\'a0Cashner\\cashnan01,28,SDP,NL,37,61,60,2,5,0,0,0,1,0,0,1,24,.083,.098,.083,.182,-48,5,0,0,0,0,0,1\
192,Santiago\'a0Casilla\\garcija01,34,SFG,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
193,Nicholas\'a0Castellanos\\casteni01,23,DET,AL,154,595,549,42,140,33,6,15,73,0,3,39,152,.255,.303,.419,.721,97,230,21,1,0,6,1,*5/D\
194,Rusney\'a0Castillo\\castiru02,27,BOS,AL,80,289,273,35,69,10,2,5,29,4,5,13,54,.253,.288,.359,.647,72,98,11,1,1,1,0,97/8D\
195,Welington\'a0Castillo\\castiwe01,28,TOT,MLB,110,378,342,42,81,15,1,19,57,0,0,25,92,.237,.296,.453,.750,99,155,12,6,0,5,1,2/D\
196,Angel\'a0Castro\\castran01,32,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
197,Daniel\'a0Castro\\castrda01,22,ATL,NL,33,100,96,14,23,2,1,2,5,0,0,3,15,.240,.263,.344,.606,67,33,4,0,1,0,0,46/5\
198,Jason\'a0Castro*\\castrja01,28,HOU,AL,104,375,337,38,71,19,0,11,31,0,0,33,115,.211,.283,.365,.648,79,123,5,2,0,3,1,2\
199,Miguel\'a0Castro\\castrmi01,20,TOT,MLB,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
200,Simon\'a0Castro\\castrsi01,27,COL,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
201,Starlin\'a0Castro\\castrst01,25,CHC,NL,151,578,547,52,145,23,2,11,69,5,5,21,91,.265,.296,.375,.671,84,205,18,5,1,4,6,*64\
202,Garin\'a0Cecchini*\\cecchga01,24,BOS,AL,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/3D\
203,Brett\'a0Cecil\\cecilbr01,28,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
204,Darrell\'a0Ceciliani*\\cecilda01,25,NYM,NL,39,75,68,5,14,2,0,1,3,5,1,4,25,.206,.270,.279,.550,54,19,0,2,0,0,0,7/8\
205,Xavier\'a0Cedeno*\\cedenxa01,28,TOT,MLB,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
206,Juan\'a0Centeno*\\centeju01,25,MIL,NL,10,23,21,0,1,1,0,0,0,0,0,2,7,.048,.130,.095,.226,-37,2,0,0,0,0,0,/2\
207,Francisco\'a0Cervelli\\cervefr01,29,PIT,NL,130,510,451,56,133,17,5,7,43,1,1,46,94,.295,.370,.401,.771,113,181,12,8,4,1,1,*2/D\
208,Yoenis\'a0Cespedes\\cespeyo01,29,TOT,MLB,159,676,633,101,184,42,6,35,105,7,5,33,141,.291,.328,.542,.870,136,343,14,5,0,5,5,*78/D\
209,Jhoulys\'a0Chacin\\chacijh01,27,ARI,NL,5,9,8,0,1,0,0,0,0,0,0,0,4,.125,.125,.125,.250,-32,1,0,0,1,0,0,/1\
210,Andrew\'a0Chafin\\chafian01,25,ARI,NL,61,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
211,Joba\'a0Chamberlain\\chambjo03,29,TOT,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
212,Aroldis\'a0Chapman*\\chapmar01,27,CIN,NL,62,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
213,Jesse\'a0Chavez\\chaveje01,31,OAK,AL,3,5,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,88,1,0,0,2,0,0,1\
214,Robinson\'a0Chirinos\\chiriro01,31,TEX,AL,78,273,233,33,54,16,1,10,34,0,0,28,62,.232,.325,.438,.762,104,102,4,5,5,2,0,2\
215,Lonnie\'a0Chisenhall*\\chiselo01,26,CLE,AL,106,362,333,38,82,19,1,7,44,4,1,23,69,.246,.294,.372,.667,77,124,0,1,2,3,3,95/D\
216,Randy\'a0Choate*\\choatra01,39,STL,NL,66,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1\
217,Michael\'a0Choice\\choicmi01,25,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/9\
218,Shin-Soo\'a0Choo*\\choosh01,32,TEX,AL,149,653,555,94,153,32,3,22,82,4,2,76,147,.276,.375,.463,.838,125,257,7,15,2,5,1,*9/D\
219,Tony\'a0Cingrani*\\cingrto01,25,CIN,NL,33,2,2,1,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
220,Pedro\'a0Ciriaco\\ciriape01,29,ATL,NL,84,151,142,14,37,8,1,1,15,4,2,2,38,.261,.275,.352,.627,73,50,1,2,2,3,0,5/643D7\
221,Steve\'a0Cishek\\cishest01,29,TOT,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
222,Steve\'a0Clevenger*\\clevest01,29,BAL,AL,30,105,101,11,29,4,2,2,15,0,0,4,13,.287,.314,.426,.740,100,43,3,0,0,0,1,D/23\
223,Tyler\'a0Clippard\\clippty01,30,TOT,MLB,30,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
224,Chris\'a0Coghlan*\\coghlch01,30,CHC,NL,148,503,440,64,110,25,6,16,41,11,2,58,94,.250,.341,.443,.784,115,195,8,3,1,1,6,*794/35\
225,Phil\'a0Coke*\\cokeph01,32,TOT,MLB,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
226,Chris\'a0Colabello\\colabch01,31,TOR,AL,101,360,333,55,107,19,1,15,54,2,0,22,96,.321,.367,.520,.886,138,173,12,3,0,2,0,379D\
227,A.J.\'a0Cole\\coleaj01,23,WSN,NL,3,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,/1\
228,Gerrit\'a0Cole\\colege01,24,PIT,NL,30,71,60,5,9,0,0,0,2,0,0,2,28,.150,.177,.150,.327,-8,9,0,0,9,0,0,1\
229,Dusty\'a0Coleman\\colemdu01,28,KCR,AL,4,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/5\
230,Tyler\'a0Collins*\\collity01,25,DET,AL,60,207,192,18,51,11,3,4,25,2,1,13,43,.266,.316,.417,.732,101,80,2,1,1,0,0,7D/9\
231,Josh\'a0Collmenter\\collmjo01,29,ARI,NL,41,32,27,2,5,0,0,0,1,0,0,3,9,.185,.267,.185,.452,25,5,1,0,2,0,0,1\
232,Alex\'a0Colome\\colomal01,26,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
233,Bartolo\'a0Colon\\colonba01,42,NYM,NL,31,64,58,2,8,1,0,0,4,0,0,0,24,.138,.150,.155,.305,-15,9,2,1,4,1,0,1\
234,Christian\'a0Colon\\colonch01,26,KCR,AL,43,119,107,8,31,5,0,0,6,3,2,11,17,.290,.356,.336,.692,90,36,2,0,1,0,0,64/5\
235,Michael\'a0Conforto*\\confomi01,22,NYM,NL,56,194,174,30,47,14,0,9,26,0,1,17,39,.270,.335,.506,.841,130,88,4,1,0,2,0,7\
236,Hank\'a0Conger#\\congeha01,27,HOU,AL,73,229,201,25,46,11,0,11,33,0,1,23,63,.229,.311,.448,.759,109,90,6,2,1,2,0,2/7\
237,Adam\'a0Conley*\\conlead01,25,MIA,NL,13,22,18,0,4,0,0,0,1,0,0,0,8,.222,.222,.222,.444,25,4,0,0,4,0,0,1\
238,Carlos\'a0Contreras\\contrca01,24,CIN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
239,Ryan\'a0Cook\\cookry01,28,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
240,Tim\'a0Cooney*\\cooneti01,24,STL,NL,6,11,10,1,3,1,0,0,0,0,0,0,0,.300,.300,.400,.700,89,4,0,0,1,0,0,/1\
241,Scott\'a0Copeland\\copelsc01,27,TOR,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
242,Patrick\'a0Corbin*\\corbipa01,25,ARI,NL,15,29,25,1,3,0,0,0,3,0,0,3,11,.120,.214,.120,.334,-7,3,1,0,1,0,0,1\
243,Erik\'a0Cordier\\cordier01,29,MIA,NL,8,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,/1\
244,John\'a0Cornely\\cornejo01,26,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
245,Carlos\'a0Corporan#\\corpoca01,31,TEX,AL,33,121,107,10,19,4,0,3,15,0,0,6,40,.178,.244,.299,.543,46,32,1,4,2,2,0,2/D\
246,Carlos\'a0Correa\\correca01,20,HOU,AL,99,432,387,52,108,22,1,22,68,14,4,40,78,.279,.345,.512,.857,135,198,10,1,0,4,2,6\
247,Kevin\'a0Correia\\correke01,34,PHI,NL,4,7,6,0,1,0,0,0,0,0,0,0,1,.167,.167,.167,.333,-7,1,0,0,1,0,0,/1\
248,Jarred\'a0Cosart\\cosarja01,25,MIA,NL,14,18,17,0,1,0,0,0,1,0,0,0,8,.059,.059,.059,.118,-67,1,0,0,1,0,0,1\
249,Caleb\'a0Cotham\\cothaca01,27,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
250,Neal\'a0Cotts*\\cottsne01,35,TOT,MLB,50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
251,Daniel\'a0Coulombe*\\couloda01,25,TOT,MLB,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
252,Kaleb\'a0Cowart#\\cowarka01,23,LAA,AL,34,52,46,8,8,2,0,1,4,1,1,5,19,.174,.255,.283,.538,52,13,1,0,1,0,0,5\
253,Collin\'a0Cowgill\\cowgico01,29,LAA,AL,55,74,69,10,13,2,1,1,2,2,1,4,19,.188,.233,.290,.523,47,20,1,0,1,0,0,7/89D\
254,Zack\'a0Cozart\\cozarza01,29,CIN,NL,53,214,194,28,50,10,1,9,28,3,3,14,29,.258,.310,.459,.769,108,89,4,2,1,3,1,6\
255,Allen\'a0Craig\\craigal01,30,BOS,AL,36,88,79,6,12,1,0,1,3,0,0,7,26,.152,.239,.203,.441,21,16,2,2,0,0,0,/D973\
256,Tyler\'a0Cravy\\cravyty01,25,MIL,NL,14,10,8,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,1\
257,Brandon\'a0Crawford*\\crawfbr01,28,SFG,NL,143,561,507,65,130,33,4,21,84,6,4,39,119,.256,.321,.462,.782,113,234,18,11,0,4,9,*6\
258,Carl\'a0Crawford*\\crawfca02,33,LAD,NL,69,193,181,19,48,9,2,4,16,10,2,10,41,.265,.304,.403,.707,96,73,3,0,0,0,1,7/D\
259,Coco\'a0Crisp#\\crispco01,35,OAK,AL,44,139,126,11,22,6,0,0,6,2,0,13,25,.175,.252,.222,.474,35,28,2,0,0,0,0,7\
260,Kyle\'a0Crockett*\\crockky01,23,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
261,C.J.\'a0Cron\\croncj01,25,LAA,AL,113,404,378,37,99,17,1,16,51,3,1,17,82,.262,.300,.439,.739,106,166,9,5,0,3,1,3D\
262,Nelson\'a0Cruz\\cruzne02,34,SEA,AL,152,655,590,90,178,22,1,44,93,3,2,59,164,.302,.369,.566,.936,159,334,6,5,0,1,9,9D\
263,Tony\'a0Cruz\\cruzto03,28,STL,NL,69,151,142,6,29,7,1,2,11,0,0,6,32,.204,.235,.310,.545,47,44,6,0,2,1,0,2/5\
264,Michael\'a0Cuddyer\\cuddymi01,36,NYM,NL,117,408,379,44,98,18,1,10,41,2,0,24,88,.259,.309,.391,.699,93,148,13,4,0,1,0,73/9D\
265,Johnny\'a0Cueto\\cuetojo01,29,TOT,MLB,17,43,37,1,6,0,0,0,0,0,0,1,10,.162,.184,.162,.346,-4,6,0,0,5,0,0,1\
266,Brandon\'a0Cunniff\\cunnibr02,26,ATL,NL,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
267,Todd\'a0Cunningham#\\cunnito01,26,ATL,NL,39,93,86,13,19,4,0,0,4,2,1,5,17,.221,.280,.267,.547,53,23,1,2,0,0,1,7/98\
268,Cheslor\'a0Cuthbert\\cuthbch01,22,KCR,AL,19,50,46,6,10,2,1,1,8,0,0,4,9,.217,.280,.370,.650,74,17,0,0,0,0,0,5/34D\
269,Chase\'a0d'Arnaud\\darnach01,28,PHI,NL,11,18,17,2,3,0,1,0,0,0,1,1,7,.176,.222,.294,.516,42,5,0,0,0,0,0,/65\
270,Travis\'a0d'Arnaud\\darnatr01,26,NYM,NL,67,268,239,31,64,14,1,12,41,0,0,23,49,.268,.340,.485,.825,126,116,7,4,0,2,0,2\
271,Jordan\'a0Danks*\\danksjo02,28,PHI,NL,4,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7\
272,Kyle\'a0Davies\\davieky01,31,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
273,Zach\'a0Davies\\davieza02,22,MIL,NL,6,14,13,1,1,0,0,0,0,0,0,0,3,.077,.077,.077,.154,-57,1,0,0,1,0,0,/1\
274,Chris\'a0Davis*\\davisch02,29,BAL,AL,160,670,573,100,150,31,0,47,117,2,3,84,208,.262,.361,.562,.923,147,322,6,8,0,5,6,*39D\
275,Ike\'a0Davis*\\davisik02,28,OAK,AL,72,239,214,19,49,17,0,3,20,0,0,23,44,.229,.301,.350,.652,82,75,5,0,0,2,0,3/1D\
276,Khris\'a0Davis\\daviskh01,27,MIL,NL,121,440,392,54,97,16,2,27,66,6,2,44,122,.247,.323,.505,.828,123,198,9,1,0,3,1,7\
277,Rajai\'a0Davis\\davisra01,34,DET,AL,112,370,341,55,88,16,11,8,30,18,8,22,76,.258,.306,.440,.746,103,150,5,3,1,3,0,879/D\
278,Wade\'a0Davis\\daviswa01,29,KCR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
279,Alejandro\'a0De\'a0Aza*\\deazaal01,31,TOT,MLB,114,365,325,51,85,17,7,7,35,7,5,31,84,.262,.333,.422,.755,103,137,6,5,2,2,3,79/D8\
280,Justin\'a0De\'a0Fratus#\\defraju01,27,PHI,NL,57,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,86,1,0,0,0,0,0,1\
281,Ivan\'a0De\'a0Jesus\\dejesiv02,28,CIN,NL,76,222,201,15,49,10,2,4,28,0,2,19,55,.244,.311,.373,.684,87,75,3,1,0,1,0,4756/3\
282,Jorge\'a0De\'a0La\'a0Rosa*\\rosajo01,34,COL,NL,25,50,48,0,3,0,0,0,3,0,0,0,18,.063,.063,.063,.125,-68,3,1,0,2,0,0,1\
283,Rubby\'a0De\'a0La\'a0Rosa\\delarru01,26,ARI,NL,31,68,64,3,6,0,0,0,2,0,0,0,25,.094,.094,.094,.188,-49,6,0,0,4,0,0,1\
284,Abel\'a0De\'a0Los\'a0Santos\\delosab01,22,WSN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
285,Cody\'a0Decker\\deckeco01,28,SDP,NL,8,12,11,0,0,0,0,0,1,0,0,0,5,.000,.000,.000,.000,-100,0,1,0,0,1,0,/3\
286,Jaff\'a0Decker*\\deckeja01,25,PIT,NL,23,36,28,8,6,1,1,0,1,0,0,7,9,.214,.371,.321,.693,94,9,0,0,1,0,0,/7981\
287,Jacob\'a0deGrom*\\degroja01,27,NYM,NL,28,66,59,3,11,1,0,0,4,0,0,3,16,.186,.226,.203,.429,21,12,4,0,4,0,0,1\
288,David\'a0DeJesus*\\dejesda01,35,TOT,AL,112,317,288,27,67,9,2,5,30,3,2,21,52,.233,.297,.330,.626,76,95,5,6,0,2,1,7D/98\
289,Steve\'a0Delabar\\delabst01,31,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
290,Randall\'a0Delgado\\delgara01,25,ARI,NL,61,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
291,Matt\'a0den\'a0Dekker*\\dendema01,27,WSN,NL,55,110,99,12,25,6,1,5,12,0,1,9,20,.253,.315,.485,.800,114,48,0,0,2,0,0,79/8\
292,Chris\'a0Denorfia\\denorch01,34,CHC,NL,103,231,212,18,57,11,1,3,18,0,1,15,56,.269,.319,.373,.691,91,79,7,1,2,1,1,79/81\
293,Daniel\'a0Descalso*\\descada01,28,COL,NL,101,209,185,22,38,3,2,5,22,1,2,20,45,.205,.283,.324,.607,55,60,3,0,4,0,6,64/359\
294,Anthony\'a0DeSclafani\\desclan01,25,CIN,NL,30,64,58,1,9,1,0,0,3,0,0,3,33,.155,.194,.172,.366,2,10,0,0,2,1,0,1\
295,Delino\'a0DeShields\\deshide02,22,TEX,AL,121,492,425,83,111,22,10,2,37,25,8,53,101,.261,.344,.374,.718,95,159,1,3,7,4,1,*87/D4\
296,Ian\'a0Desmond\\desmoia01,29,WSN,NL,156,641,583,69,136,27,2,19,62,13,5,45,187,.233,.290,.384,.674,82,224,9,3,6,4,0,*6\
297,Odrisamer\'a0Despaigne\\despaod01,28,SDP,NL,31,34,30,0,2,1,0,0,0,0,0,1,11,.067,.097,.100,.197,-45,3,1,0,3,0,0,1\
298,Ross\'a0Detwiler\\detwiro01,29,TOT,MLB,24,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
299,Elias\'a0Diaz\\diazel01,24,PIT,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,\
300,Jairo\'a0Diaz\\diazja01,24,COL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
301,Jonathan\'a0Diaz\\diazjo02,30,TOR,AL,7,16,13,1,2,0,0,0,2,0,0,1,3,.154,.267,.154,.421,20,2,0,1,1,0,0,/67\
302,Jumbo\'a0Diaz\\diazju03,31,CIN,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
303,Alex\'a0Dickerson*\\dickeal01,25,SDP,NL,11,8,8,0,2,0,0,0,0,0,0,0,3,.250,.250,.250,.500,41,2,1,0,0,0,0,/7\
304,Corey\'a0Dickerson*\\dickeco01,26,COL,NL,65,234,224,30,68,18,2,10,31,0,1,10,56,.304,.333,.536,.869,118,120,3,0,0,0,0,7/8D\
305,R.A.\'a0Dickey\\dicker.01,40,TOR,AL,2,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
306,Jake\'a0Diekman*\\diekmja01,28,TOT,MLB,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
307,Derek\'a0Dietrich*\\dietrde01,25,MIA,NL,90,289,250,38,64,14,3,10,24,0,2,23,65,.256,.346,.456,.802,122,114,4,13,0,3,2,75/34D\
308,Wilmer\'a0Difo#\\difowi01,23,WSN,NL,15,11,11,1,2,0,0,0,0,0,0,0,2,.182,.182,.182,.364,0,2,0,0,0,0,0,/4\
309,Chris\'a0Dominguez\\dominch01,28,CIN,NL,14,23,23,2,6,1,1,1,3,0,0,0,12,.261,.261,.522,.783,108,12,0,0,0,0,0,/379\
310,Jose\'a0Dominguez\\dominjo01,24,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
311,Josh\'a0Donaldson\\donaljo02,29,TOR,AL,158,711,620,122,184,41,2,41,123,6,0,73,133,.297,.371,.568,.939,151,352,16,6,2,10,0,*5/D\
312,Sean\'a0Doolittle*\\doolise01,28,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
313,Danny\'a0Dorn*\\dornda01,30,ARI,NL,23,32,30,0,5,1,0,0,3,0,0,2,10,.167,.219,.200,.419,14,6,1,0,0,0,0,/93\
314,Brian\'a0Dozier\\doziebr01,28,MIN,AL,157,704,628,101,148,39,4,28,77,12,4,61,148,.236,.307,.444,.751,104,279,10,7,0,8,2,*4\
315,Oliver\'a0Drake\\drakeol01,28,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
316,Stephen\'a0Drew*\\drewst01,32,NYY,AL,131,428,383,43,77,16,1,17,44,0,2,37,71,.201,.271,.381,.652,77,146,7,1,4,3,1,*46/5\
317,Brandon\'a0Drury\\drurybr01,22,ARI,NL,20,59,56,3,12,3,0,2,8,0,0,2,8,.214,.254,.375,.629,66,21,5,1,0,0,0,5/46\
318,Lucas\'a0Duda*\\dudalu01,29,NYM,NL,135,554,471,67,115,33,0,27,73,0,2,66,138,.244,.352,.486,.838,130,229,12,14,0,3,7,*3\
319,Brian\'a0Duensing*\\duensbr01,32,MIN,AL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
320,Matt\'a0Duffy\\duffyma01,24,SFG,NL,149,612,573,77,169,28,6,12,77,12,0,30,96,.295,.334,.428,.762,108,245,22,5,2,2,0,*5/463\
321,Matt\'a0Duffy\\duffyma02,26,HOU,AL,8,9,8,0,3,1,0,0,3,0,0,1,2,.375,.444,.500,.944,164,4,0,0,0,0,0,/35\
322,Zach\'a0Duke*\\dukeza01,32,CHW,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
323,Mike\'a0Dunn*\\dunnmi01,30,MIA,NL,67,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,462,1,0,0,0,0,0,1\
324,Adam\'a0Duvall\\duvalad01,26,CIN,NL,27,72,64,6,14,2,0,5,9,0,0,6,26,.219,.306,.484,.790,112,31,0,2,0,0,1,7/3\
