Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos
153,Adam\'a0Lind*\\lindad01,32,SEA,126,430,-7,0,-2,-2,-7,-18,-1.8,15,-3,-0.3,.485,.488,-0.1,-0.9,0,$8000000,Traded,3D\
154,Cameron\'a0Maybin\\maybica01,29,DET,94,391,11,2,1,-11,2,5,0.6,14,19,2.0,.505,.503,3.1,-0.9,30,$8000000,Traded,8/D\
155,Charlie\'a0Morton\\mortoch02,32,PHI,4,7,-1,0,0,0,1,0,0.0,0,0,0.0,.491,.500,0.0,0.0,0,$8000000,Traded,/1\
156,Daniel\'a0Murphy*\\murphda08,31,WSN,142,582,37,-1,2,-11,2,29,2.8,19,47,4.6,.520,.518,5.7,-1.0,58,$8000000,Free Agency,*43/5D\
157,Gerardo\'a0Parra*\\parrage01,29,COL,102,381,-19,-2,-1,-11,-4,-37,-3.9,12,-24,-2.7,.462,.476,-1.6,-1.6,-13,$8000000,Free Agency,7398\
158,Mike\'a0Pelfrey\\pelfrmi01,32,DET,24,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$8000000,Free Agency,1\
159,Kyle\'a0Seager*\\seageky01,28,SEA,158,676,26,0,-1,15,3,42,4.5,24,66,6.9,.528,.527,5.3,1.9,51,$8000000,Amateur Draft,*5/D\
160,Huston\'a0Street\\streehu01,32,LAA,26,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$8000000,Traded,1\
161,Starlin\'a0Castro\\castrst01,26,NYY,151,610,-4,-1,0,-8,4,-10,-0.9,22,12,1.3,.493,.494,2.1,-0.4,20,$7857143,Traded,*4/6\
162,Hyun-Jin\'a0Ryu\\ryuhy01,29,LAD,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.486,.500,0.0,0.0,0,$7833000,Purchased,/1\
163,Ian\'a0Kennedy\\kenneia01,31,KCR,33,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$7500000,Free Agency,1\
164,Jed\'a0Lowrie#\\lowrije01,32,OAK,87,369,-10,0,-1,-8,2,-18,-1.7,13,-4,-0.4,.479,.489,0.4,-0.6,4,$7500000,Traded,4/D6\
165,Francisco\'a0Rodriguez\\rodrifr03,34,DET,61,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$7500000,Traded,1\
166,Yasmany\'a0Tomas\\tomasya01,25,ARI,140,563,7,-3,-1,-16,-6,-20,-2.2,18,-2,-0.4,.485,.487,1.2,-2.4,14,$7500000,Amateur Free Agent,*97/3\
167,Michael\'a0Brantley*\\brantmi02,29,CLE,11,43,-3,0,0,1,0,-2,-0.2,2,-1,-0.1,.479,.499,-0.2,0.1,-2,$7375000,Traded,7\
168,Bartolo\'a0Colon\\colonba01,43,NYM,34,65,-11,-1,-1,0,10,-3,-0.3,0,-3,-0.3,.492,.498,-0.3,0.0,-3,$7250000,Free Agency,1\
169,Dallas\'a0Keuchel*\\keuchda01,28,HOU,26,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$7250000,Amateur Draft,1\
170,Trevor\'a0Plouffe\\plouftr01,30,MIN,84,344,-3,0,-2,-4,0,-9,-0.8,12,4,0.4,.489,.494,0.8,-0.4,8,$7250000,Amateur Draft,53/D\
171,Yasiel\'a0Puig\\puigya01,25,LAD,104,368,0,1,-1,7,-4,3,0.2,12,15,1.4,.503,.502,0.7,0.3,8,$7214000,Amateur Free Agent,9/78\
172,Andrew\'a0Cashner\\cashnan01,29,2TM,28,40,-4,0,0,0,6,1,0.1,0,1,0.1,.503,.500,0.1,0.0,1,$7150000,Traded,1\
173,Yunel\'a0Escobar\\escobyu01,33,LAA,132,567,7,0,-3,-11,2,-5,-0.4,20,15,1.6,.496,.497,2.7,-0.9,26,$7000000,Traded,*5\
174,Doug\'a0Fister*\\fistedo01,32,HOU,32,7,-1,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$7000000,Free Agency,1\
175,Jeremy\'a0Hellickson\\hellije01,29,PHI,32,66,-8,0,0,0,10,2,0.2,0,2,0.2,.506,.501,0.2,0.0,2,$7000000,Traded,1\
176,Mike\'a0Napoli\\napolmi01,34,CLE,150,645,3,1,-2,-4,-11,-13,-1.2,23,9,1.0,.491,.491,1.4,-1.5,13,$7000000,Free Agency,3D\
177,Joakim\'a0Soria\\soriajo01,32,KCR,70,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$7000000,Free Agency,1\
178,Chase\'a0Utley*\\utleych01,37,LAD,138,565,0,2,2,-3,3,4,0.3,18,22,2.1,.503,.502,2.3,-0.1,25,$7000000,Traded,*4/5\
179,Jon\'a0Jay*\\jayjo02,31,SDP,90,374,2,3,-1,-5,1,0,-0.1,12,12,1.1,.500,.500,1.6,-0.5,17,$6850000,Traded,8/97\
180,Zach\'a0Britton*\\brittza01,28,BAL,69,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$6750000,Amateur Draft,1\
181,J.D.\'a0Martinez\\martijd02,28,DET,120,517,29,-2,-1,-22,-5,-1,0.1,18,17,1.8,.499,.499,4.0,-2.7,39,$6750000,Free Agency,*9/D\
182,Seth\'a0Smith*\\smithse01,33,SEA,137,438,4,-1,0,-7,-6,-11,-1.0,16,5,0.5,.492,.493,1.2,-1.3,12,$6750000,Traded,*97D\
183,Lucas\'a0Duda*\\dudalu01,30,NYM,47,172,-2,0,0,0,-2,-4,-0.5,6,1,0.1,.490,.497,0.1,-0.3,1,$6725000,Amateur Draft,3\
184,Ryan\'a0Madson*\\madsory01,35,OAK,63,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.1,0,$6666667,Free Agency,1\
185,Josh\'a0Reddick*\\reddijo01,29,2TM,115,439,8,1,0,6,-4,11,1.1,15,26,2.6,.510,.504,2.0,0.2,20,$6575000,Traded,9\
186,Lorenzo\'a0Cain\\cainlo01,30,KCR,103,434,0,2,-1,11,0,12,1.4,16,27,2.9,.512,.508,1.7,1.2,16,$6500000,Traded,89\
187,Matt\'a0Carpenter*\\carpema01,30,STL,129,566,23,0,0,-5,-1,18,1.7,18,35,3.4,.514,.511,3.9,-0.7,40,$6500000,Amateur Draft,534/D\
188,Santiago\'a0Casilla\\garcija01,35,SFG,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6500000,Free Agency,1\
189,Pat\'a0Neshek#\\neshepa01,35,HOU,60,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$6500000,Free Agency,1\
190,Chris\'a0Young\\youngch04,32,BOS,76,227,5,0,0,-2,-3,1,0.1,8,9,0.9,.501,.500,1.1,-0.4,11,$6500000,Free Agency,7/89D\
191,Garrett\'a0Richards\\richaga01,28,LAA,6,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$6425000,Amateur Draft,/1\
192,Glen\'a0Perkins*\\perkigl01,33,MIN,2,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$6300000,Amateur Draft,/1\
193,Luke\'a0Gregerson*\\gregelu01,32,HOU,59,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$6250000,Free Agency,1\
194,J.P.\'a0Howell*\\howeljp01,33,LAD,64,2,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6250000,Free Agency,1\
195,Boone\'a0Logan\\loganbo02,31,COL,66,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6250000,Free Agency,1\
196,Ben\'a0Revere*\\reverbe01,28,WSN,103,375,-25,2,-2,2,1,-22,-2.4,12,-9,-1.2,.478,.486,-1.4,0.2,-11,$6250000,Traded,87\
197,Chris\'a0Tillman\\tillmch01,28,BAL,30,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$6225000,Traded,1\
198,Brandon\'a0Belt*\\beltbr01,28,SFG,156,655,25,-3,0,10,-9,23,2.3,21,44,4.3,.515,.515,3.2,0.1,34,$6200000,Amateur Draft,*3/7\
199,Travis\'a0Wood\\woodtr01,29,CHC,81,12,-1,0,0,0,2,1,0.1,0,1,0.1,.501,.500,0.1,0.0,1,$6175000,Traded,1/7\
200,Wade\'a0Miley*\\mileywa01,29,2TM,30,12,-2,0,0,0,2,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6167000,Traded,1\
201,Jason\'a0Kipnis*\\kipnija01,29,CLE,156,688,7,3,-3,4,3,15,1.7,24,39,4.0,.510,.510,3.6,0.8,35,$6166667,Amateur Draft,*4/D\
202,Luis\'a0Valbuena*\\valbulu01,30,HOU,90,342,10,0,0,1,1,13,1.4,12,25,2.6,.515,.508,2.5,0.3,24,$6125000,Traded,5/34\
203,Tyler\'a0Clippard\\clippty01,31,2TM,69,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6100000,Free Agency,1\
204,Brandon\'a0Crawford*\\crawfbr01,29,SFG,155,623,-2,1,1,19,8,26,2.6,20,46,4.5,.518,.517,2.5,2.7,27,$6000000,Amateur Draft,*6\
205,Rich\'a0Hill*\\hillri01,36,2TM,20,12,-3,0,0,0,2,-1,-0.1,0,-1,-0.1,.494,.500,-0.1,0.0,-1,$6000000,Traded,/1\
206,Colby\'a0Lewis\\lewisco01,36,TEX,19,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$6000000,Free Agency,1\
207,Darren\'a0O'Day\\odayda01,33,BAL,34,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$6000000,Free Agency,1\
208,Andrelton\'a0Simmons\\simmoan01,26,LAA,124,483,-2,1,0,18,6,23,2.5,17,40,4.2,.520,.515,2.3,2.6,22,$6000000,Traded,*6\
209,Tony\'a0Sipp*\\sippto01,32,HOU,60,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$6000000,Free Agency,1\
210,Kurt\'a0Suzuki\\suzukku01,32,MIN,106,373,-5,-2,-1,-7,6,-10,-0.9,13,4,0.4,.491,.494,1.1,-0.1,11,$6000000,Free Agency,2/D\
211,Paul\'a0Goldschmidt\\goldspa01,28,ARI,158,705,29,5,-1,4,-9,28,2.8,22,50,4.8,.519,.518,4.4,-0.6,46,$5875000,Amateur Draft,*3/D\
212,Pedro\'a0Alvarez*\\alvarpe01,29,BAL,109,376,5,0,1,-4,-8,-7,-0.6,13,7,0.7,.493,.496,1.1,-1.2,11,$5750000,Free Agency,D5\
213,Alejandro\'a0De\'a0Aza*\\deazaal01,32,NYM,130,267,-11,-2,0,2,0,-11,-1.2,9,-2,-0.4,.491,.493,-0.6,0.1,-4,$5750000,Free Agency,879\
214,Mitch\'a0Moreland*\\morelmi01,30,TEX,147,503,-11,-1,2,7,-8,-12,-1.1,18,6,0.7,.492,.492,-0.1,0.0,-1,$5700000,Amateur Draft,*3/D\
215,Nathan\'a0Eovaldi\\eovalna01,26,NYY,24,7,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$5600000,Traded,1\
216,Mike\'a0Moustakas*\\moustmi01,27,KCR,27,113,3,0,-1,1,0,3,0.3,4,7,0.7,.511,.502,0.6,0.2,6,$5600000,Amateur Draft,5\
217,Trevor\'a0Rosenthal\\rosentr01,26,STL,45,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5600000,Amateur Draft,1\
218,Norichika\'a0Aoki*\\aokino01,34,SEA,118,467,6,-3,2,-4,-4,-3,-0.2,17,14,1.5,.498,.498,1.9,-0.8,18,$5500000,Free Agency,*78\
219,Luke\'a0Hochevar\\hochelu01,32,KCR,40,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5500000,Free Agency,1\
220,Mark\'a0Lowe*\\lowema01,33,DET,54,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$5500000,Free Agency,1\
221,Kris\'a0Medlen#\\medlekr01,30,KCR,6,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$5500000,Free Agency,/1\
222,Brad\'a0Ziegler\\zieglbr01,36,2TM,69,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5500000,Traded,1\
223,Jose\'a0Quintana\\quintjo01,27,CHW,32,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5400000,Free Agency,1\
224,Antonio\'a0Bastardo\\bastaan01,30,2TM,69,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5375000,Free Agency,1\
225,Wilson\'a0Ramos\\ramoswi01,28,WSN,131,523,16,-3,-1,-2,8,18,1.7,17,35,3.3,.514,.511,3.5,0.6,37,$5350000,Traded,*2\
226,Kevin\'a0Jepsen\\jepseke01,31,2TM,58,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$5312500,Traded,1\
227,Addison\'a0Reed*\\reedad01,27,NYM,80,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5300000,Traded,1\
228,Rajai\'a0Davis\\davisra01,35,CLE,134,495,-13,7,1,-8,-1,-14,-1.3,18,4,0.4,.490,.491,1.3,-0.9,12,$5250000,Free Agency,*87/D9\
229,Alcides\'a0Escobar\\escobal02,29,KCR,162,682,-27,3,1,-6,8,-21,-2.1,24,3,0.3,.486,.486,0.9,0.3,9,$5250000,Traded,*6\
230,Josh\'a0Harrison\\harrijo05,28,PIT,131,522,-10,0,1,8,3,2,0.1,17,19,1.8,.502,.501,0.9,1.1,11,$5250000,Traded,*4/9\
231,Joe\'a0Smith\\smithjo05,32,2TM,54,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5250000,Traded,1\
232,Justin\'a0Turner\\turneju01,31,LAD,151,622,22,1,-2,7,2,30,3.0,20,51,5.0,.521,.519,4.2,0.9,44,$5100000,Free Agency,*5/D3\
233,Devin\'a0Mesoraco\\mesorde01,28,CIN,16,55,-6,0,0,2,1,-4,-0.4,2,-2,-0.2,.474,.497,-0.5,0.3,-4,$5025000,Amateur Draft,2\
234,Nolan\'a0Arenado\\arenano01,25,COL,160,696,24,0,-2,20,3,44,4.5,22,66,6.6,.529,.528,4.5,2.3,46,$5000000,Amateur Draft,*5\
235,Jason\'a0Castro*\\castrja01,29,HOU,113,376,-6,-1,-1,-2,7,-4,-0.3,13,10,1.0,.497,.498,1.2,0.5,12,$5000000,Amateur Draft,*2/3\
236,Zach\'a0Duke*\\dukeza01,33,2TM,81,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$5000000,Free Agency,1\
237,Bryce\'a0Harper*\\harpebr03,23,WSN,147,627,8,-2,0,-3,-6,-2,-0.3,20,18,1.6,.499,.499,1.9,-1.0,21,$5000000,Amateur Draft,*9\
238,Austin\'a0Jackson\\jacksau01,29,CHW,54,203,-4,0,0,-5,1,-8,-0.8,7,-1,-0.1,.485,.495,0.4,-0.4,4,$5000000,Free Agency,8\
239,Javier\'a0Lopez*\\lopezja02,38,SFG,68,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5000000,Free Agency,1\
240,Manny\'a0Machado\\machama01,23,BAL,157,696,24,-2,-2,16,4,40,4.3,24,64,6.7,.527,.526,4.9,2.2,48,$5000000,Amateur Draft,*56\
241,Matt\'a0Moore*\\moorema02,27,2TM,33,35,-6,0,0,0,5,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$5000000,Traded,1\
242,Jason\'a0Motte\\motteja01,34,COL,30,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5000000,Free Agency,1\
243,Anthony\'a0Rizzo*\\rizzoan01,26,CHC,155,676,37,-2,1,11,-9,37,3.7,21,59,5.8,.525,.524,4.6,0.2,47,$5000000,Traded,*3/4\
244,Hector\'a0Santiago\\santihe01,28,2TM,33,3,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$5000000,Traded,1\
245,Denard\'a0Span*\\spande01,32,SFG,143,637,-5,0,2,-7,3,-7,-0.9,19,12,1.0,.495,.495,1.7,-0.5,19,$5000000,Free Agency,*8\
246,Chris\'a0Coghlan*\\coghlch01,31,2TM,99,300,-13,1,1,-2,-2,-15,-1.6,10,-5,-0.6,.484,.495,-0.4,-0.4,-3,$4800000,Traded,7/395\
247,Jake\'a0McGee*\\mcgeeja01,29,COL,57,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4800000,Traded,1\
248,Steve\'a0Pearce\\pearcst01,33,2TM,85,302,15,-1,0,0,-4,11,1.2,11,22,2.3,.513,.505,2.2,-0.4,22,$4750000,Traded,3/794D\
249,Corey\'a0Kluber\\klubeco01,30,CLE,32,6,0,0,0,0,1,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$4700000,Traded,1\
250,John\'a0Axford\\axforjo01,33,OAK,68,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$4500000,Free Agency,1\
251,Carlos\'a0Carrasco\\carraca01,29,CLE,25,,0,0,0,0,0,0,,0,0,,.501,.500,,0.0,0,$4500000,Traded,1\
252,A.J.\'a0Ellis\\ellisaj01,35,2TM,64,196,-8,-1,0,0,3,-6,-0.7,6,0,-0.1,.490,.497,-0.1,0.3,0,$4500000,Amateur Draft,2\
253,Tommy\'a0Milone*\\milonto01,29,MIN,19,2,1,0,0,0,0,1,0.1,0,1,0.1,.506,.501,0.1,0.0,1,$4500000,Traded,1\
254,Pedro\'a0Strop\\stroppe01,31,CHC,55,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4400000,Traded,1/7\
255,Shelby\'a0Miller\\millesh01,25,ARI,21,34,-6,0,0,0,5,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$4350000,Traded,1/7\
256,Matt\'a0Harvey\\harvema01,27,NYM,17,25,-3,0,0,0,4,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4325000,Amateur Draft,1\
257,Michael\'a0Pineda\\pinedmi01,27,NYY,32,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4300000,Traded,1\
258,Trevor\'a0Cahill\\cahiltr01,28,CHC,51,11,-2,0,0,0,2,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4250000,Free Agency,1\
259,Chris\'a0Iannetta\\iannech01,33,SEA,94,338,-9,-1,0,-6,6,-10,-0.9,12,3,0.3,.489,.494,0.9,0.0,9,$4250000,Free Agency,2/D\
260,Chris\'a0Young\\youngch03,37,KCR,34,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4250000,Free Agency,1\
261,Danny\'a0Duffy*\\duffyda01,27,KCR,42,6,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4225000,Amateur Draft,1\
262,Logan\'a0Morrison*\\morrilo01,28,TBR,107,398,0,-1,2,-4,-6,-10,-0.9,14,4,0.5,.490,.494,0.9,-1.0,8,$4200000,Traded,3D\
263,Hector\'a0Rondon\\rondohe01,28,CHC,54,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4200000,Rule 5 Draft,1\
264,Cody\'a0Allen\\allenco01,27,CLE,67,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$4150000,Amateur Draft,1\
265,Leonys\'a0Martin*\\martile01,28,SEA,143,576,-12,2,0,-2,3,-9,-0.8,21,12,1.2,.493,.494,1.4,0.2,14,$4150000,Traded,*8\
266,Brett\'a0Lawrie\\lawribr01,26,CHW,94,384,-1,0,2,-4,2,-2,-0.1,14,12,1.3,.498,.499,1.7,-0.2,16,$4125000,Traded,4/D\
267,Jeurys\'a0Familia\\familje01,26,NYM,78,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4100000,Amateur Free Agent,1\
268,Ivan\'a0Nova\\novaiv01,29,2TM,32,28,-5,0,0,0,4,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$4100000,Rule 5 returned,1\
269,Joe\'a0Blanton\\blantjo01,35,LAD,75,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4000000,Free Agency,1\
270,Jerry\'a0Blevins*\\blevije01,32,NYM,73,1,0,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4000000,Traded,1\
271,Jesse\'a0Chavez\\chaveje01,32,2TM,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4000000,Traded,1\
272,Steve\'a0Cishek\\cishest01,30,SEA,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$4000000,Free Agency,1\
273,Alex\'a0Cobb\\cobbal01,28,TBR,5,,0,0,0,0,0,0,,0,0,,.500,.500,,0.0,0,$4000000,Amateur Draft,/1\
274,Jedd\'a0Gyorko\\gyorkje01,27,STL,128,438,9,0,0,5,3,16,1.6,14,30,2.9,.513,.510,2.4,0.7,25,$4000000,Traded,4563\
275,John\'a0Jaso*\\jasojo01,32,PIT,132,432,6,-2,0,-3,-5,-3,-0.4,14,11,1.0,.498,.498,1.3,-0.9,14,$4000000,Free Agency,3/9\
276,Shawn\'a0Kelley\\kellesh01,32,WSN,67,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4000000,Free Agency,1\
277,Jonathan\'a0Lucroy\\lucrojo01,30,2TM,142,544,15,1,-2,-1,7,21,2.1,18,39,3.9,.515,.507,3.9,0.6,40,$4000000,Amateur Draft,2/3D\
278,Dioner\'a0Navarro#\\navardi01,32,2TM,101,334,-15,-4,0,-5,5,-19,-1.9,12,-7,-0.8,.480,.491,-0.3,0.1,-2,$4000000,Free Agency,2/D\
279,Juan\'a0Uribe\\uribeju01,37,CLE,73,259,-15,-1,0,1,1,-14,-1.4,9,-5,-0.5,.480,.491,-0.7,0.3,-6,$4000000,Free Agency,5/D\
280,Gregor\'a0Blanco*\\blancgr01,32,SFG,106,274,-9,0,0,-7,-2,-17,-1.9,9,-9,-1.0,.483,.489,-0.3,-1.0,-1,$3900000,Free Agency,978\
281,Neftali\'a0Feliz\\felizne01,28,PIT,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3900000,Free Agency,1\
282,David\'a0Hernandez\\hernada01,31,PHI,70,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3900000,Free Agency,1\
283,Justin\'a0Smoak#\\smoakju01,29,TOR,126,341,-4,-1,-1,-5,-5,-16,-1.6,12,-4,-0.4,.487,.490,0.1,-1.0,1,$3900000,Waivers,*3/D\
284,Brett\'a0Cecil\\cecilbr01,29,TOR,54,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3800000,Amateur Draft,1\
285,Jonathan\'a0Broxton\\broxtjo01,32,STL,66,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3750000,Traded,1\
286,Drew\'a0Smyly*\\smylydr01,27,TBR,30,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3750000,Traded,1\
287,Welington\'a0Castillo\\castiwe01,29,ARI,113,457,-3,-2,1,7,7,10,0.9,15,25,2.4,.509,.506,1.6,1.4,18,$3700000,Traded,2/D\
288,Ryan\'a0Hanigan\\hanigry01,35,BOS,35,113,-12,0,-1,-1,2,-12,-1.3,4,-8,-0.9,.463,.492,-0.8,0.1,-7,$3700000,Traded,2/D\
289,Jorge\'a0Soler\\solerjo01,24,CHC,86,264,3,0,0,-5,-3,-6,-0.7,9,3,0.2,.493,.496,0.7,-0.9,8,$3666667,Amateur Free Agent,7/D9\
290,Jose\'a0Altuve\\altuvjo01,26,HOU,161,717,47,3,0,-2,3,50,5.3,25,75,7.6,.532,.531,7.8,0.1,77,$3500000,Amateur Free Agent,*4D/6\
291,Charlie\'a0Blackmon*\\blackch02,29,COL,143,641,25,-1,1,-2,3,27,2.6,19,47,4.5,.519,.517,4.7,0.0,48,$3500000,Amateur Draft,*8\
292,Francisco\'a0Cervelli\\cervefr01,30,PIT,101,393,0,-1,-1,1,6,4,0.3,13,17,1.6,.504,.503,1.4,0.7,16,$3500000,Traded,2/3D\
293,Jason\'a0Grilli\\grillja01,39,2TM,67,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3500000,Free Agency,1\
294,Tom\'a0Koehler\\koehlto01,30,MIA,33,56,-11,0,0,0,8,-3,-0.3,0,-3,-0.3,.492,.498,-0.3,0.0,-3,$3500000,Amateur Draft,1\
295,A.J.\'a0Pollock\\polloaj01,28,ARI,12,46,-1,1,0,3,0,3,0.3,2,5,0.5,.529,.502,0.2,0.3,2,$3500000,Amateur Draft,8\
296,Mike\'a0Dunn*\\dunnmi01,31,MIA,51,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3450000,Traded,1\
297,Tony\'a0Watson*\\watsoto01,31,PIT,70,1,0,0,0,0,0,1,0.1,0,1,0.1,.501,.500,0.1,0.0,1,$3450000,Amateur Draft,1\
298,Kole\'a0Calhoun*\\calhoko01,28,LAA,157,672,12,-1,2,2,-6,8,1.1,24,32,3.4,.506,.505,3.1,-0.4,30,$3400000,Amateur Draft,*9/D\
299,AJ\'a0Ramos\\ramosaj01,29,MIA,67,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$3400000,Amateur Draft,1\
300,Junichi\'a0Tazawa\\tazawju01,30,BOS,53,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$3375000,Free Agency,1\
301,Starling\'a0Marte\\martest01,27,PIT,129,529,13,5,1,17,-4,32,3.2,17,50,4.9,.526,.521,3.1,1.3,32,$3333333,Amateur Free Agent,*78\
302,Dee\'a0Gordon*\\gordode01,28,MIA,79,346,-10,4,2,1,2,-2,-0.3,11,9,0.8,.497,.499,0.6,0.3,8,$3300000,Traded,4\
303,Desmond\'a0Jennings\\jennide01,29,TBR,65,225,-7,1,1,7,-1,1,0.1,8,9,0.9,.501,.501,0.2,0.7,2,$3300000,Amateur Draft,78/D\
304,Julio\'a0Teheran\\teherju01,25,ATL,31,61,-7,0,0,0,9,2,0.1,0,2,0.1,.505,.501,0.1,0.0,2,$3300000,Amateur Free Agent,1\
305,Shawn\'a0Tolleson\\tollesh01,28,TEX,37,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3275000,Waivers,1\
306,Raisel\'a0Iglesias\\iglesra01,26,CIN,37,11,-2,0,0,0,2,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$3214286,Amateur Free Agent,1\
307,Dustin\'a0Ackley*\\ackledu01,28,NYY,28,70,-7,1,0,3,-1,-5,-0.5,3,-3,-0.3,.481,.497,-0.6,0.2,-5,$3200000,Traded,3/9D4\
308,Evan\'a0Gattis\\gattiev01,29,HOU,128,499,15,-1,-1,2,-3,11,1.3,18,29,3.0,.509,.507,2.8,-0.1,27,$3200000,Traded,D2\
309,Nick\'a0Hundley\\hundlni01,32,COL,83,317,-4,0,-2,-6,5,-7,-0.8,10,3,0.2,.491,.495,0.8,-0.2,9,$3150000,Free Agency,2\
