Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
163,Chris\'a0Carpenter\\carpech01,37,STL,NL,3,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-8,1,0,0,0,0,0,/1\
164,David\'a0Carpenter\\carpeda01,26,TOT,MLB,28,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,174,1,0,0,0,0,0,1\
165,David\'a0Carpenter\\carpeda02,24,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
166,Matt\'a0Carpenter*\\carpema01,26,STL,NL,114,340,296,44,87,22,5,6,46,1,1,34,63,.294,.365,.463,.828,125,137,10,3,0,7,2,359/74\
167,D.J.\'a0Carrasco\\carradj01,35,NYM,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
168,Joel\'a0Carreno\\carrejo01,25,TOR,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
169,Ezequiel\'a0Carrera*\\carreez01,25,CLE,AL,48,158,147,20,40,6,3,2,11,8,1,8,35,.272,.312,.395,.707,98,58,3,1,1,1,1,78/9\
170,Brett\'a0Carroll\\carrobr01,29,WSN,NL,5,2,2,2,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8\
171,Jamey\'a0Carroll\\carroja01,38,MIN,AL,138,537,470,65,126,18,1,1,40,9,5,52,65,.268,.343,.317,.660,86,149,9,4,7,4,0,456\
172,Matt\'a0Carson\\carsoma01,30,MIN,AL,26,69,66,3,15,1,0,0,4,0,0,2,21,.227,.246,.242,.489,37,16,0,0,0,1,0,7/9D\
173,Robert\'a0Carson*\\carsoro01,23,NYM,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
174,Chris\'a0Carter\\cartech02,25,OAK,AL,67,260,218,38,52,12,0,16,39,0,0,39,83,.239,.350,.514,.864,139,112,4,0,0,3,1,3/D\
175,Andrew\'a0Cashner\\cashnan01,25,SDP,NL,33,8,7,0,1,0,0,0,0,0,0,1,2,.143,.250,.143,.393,16,1,0,0,0,0,0,1\
176,Alexi\'a0Casilla#\\casilal01,27,MIN,AL,106,326,299,33,72,17,2,1,30,21,1,16,52,.241,.282,.321,.603,67,96,6,3,3,5,0,4/5\
177,Santiago\'a0Casilla\\garcija01,31,SFG,NL,68,3,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,92,1,0,0,0,0,0,1\
178,Alex\'a0Castellanos\\casteal01,25,LAD,NL,16,25,23,3,4,0,1,1,3,0,0,0,8,.174,.200,.391,.591,59,9,0,1,0,1,0,7/9\
179,Lendy\'a0Castillo#\\castile01,23,CHC,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
180,Welington\'a0Castillo\\castiwe01,25,CHC,NL,52,190,170,16,45,11,0,5,22,0,0,17,51,.265,.337,.418,.754,103,71,4,2,0,1,2,2/3\
181,Jason\'a0Castro*\\castrja01,25,HOU,NL,87,295,257,29,66,15,2,6,29,0,0,31,61,.257,.334,.401,.735,99,103,8,1,2,4,2,2\
182,Starlin\'a0Castro\\castrst01,22,CHC,NL,162,691,646,78,183,29,12,14,78,25,13,36,100,.283,.323,.430,.753,102,278,15,4,0,5,5,*6\
183,Brett\'a0Cecil\\cecilbr01,25,TOR,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
184,Ronny\'a0Cedeno\\cedenro02,29,NYM,NL,78,186,166,18,43,11,1,4,22,0,1,17,35,.259,.332,.410,.741,105,68,10,1,2,0,0,46/5\
185,Xavier\'a0Cedeno*\\cedenxa01,25,HOU,NL,42,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
186,Francisco\'a0Cervelli\\cervefr01,26,NYY,AL,3,2,1,1,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,54,0,0,0,0,0,0,/2\
187,Yoenis\'a0Cespedes\\cespeyo01,26,OAK,AL,129,540,487,70,142,25,5,23,82,16,4,43,102,.292,.356,.505,.861,139,246,9,7,0,3,5,78D\
188,Jhoulys\'a0Chacin\\chacijh01,24,COL,NL,14,26,24,4,7,2,0,0,3,0,0,1,3,.292,.320,.375,.695,77,9,0,0,1,0,0,1\
189,Joba\'a0Chamberlain\\chambjo03,26,NYY,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
190,Adron\'a0Chambers*\\chambad01,25,STL,NL,41,62,54,4,12,0,2,0,4,2,1,5,18,.222,.300,.296,.596,65,16,0,1,2,0,2,87/9\
191,Aroldis\'a0Chapman*\\chapmar01,24,CIN,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
192,Jaye\'a0Chapman\\chapmja02,25,CHC,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
193,Tyler\'a0Chatwood\\chatwty01,22,COL,NL,23,23,16,1,4,1,0,0,1,0,0,1,3,.250,.294,.313,.607,55,5,0,0,6,0,0,1\
194,Endy\'a0Chavez*\\chaveen01,34,BAL,AL,64,169,158,15,32,6,0,2,12,3,2,6,24,.203,.236,.278,.515,40,44,2,1,4,0,1,79/8\
195,Eric\'a0Chavez*\\chaveer01,34,NYY,AL,113,313,278,36,78,12,0,16,37,0,0,30,59,.281,.348,.496,.845,125,138,10,1,0,4,3,5D3\
196,Jesse\'a0Chavez\\chaveje01,28,TOT,AL,2,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
197,Bruce\'a0Chen*\\chenbr01,35,KCR,AL,4,5,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,10,1,0,0,0,0,0,1\
198,Wei-Yin\'a0Chen\\chenwe02,26,BAL,AL,2,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
199,Lonnie\'a0Chisenhall*\\chiselo01,23,CLE,AL,43,151,142,16,38,6,1,5,16,2,1,8,27,.268,.311,.430,.741,107,61,2,1,0,0,0,5D\
200,Randy\'a0Choate*\\choatra01,36,TOT,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
201,Shin-Soo\'a0Choo*\\choosh01,29,CLE,AL,155,686,598,88,169,43,2,16,67,21,7,73,150,.283,.373,.441,.815,129,264,10,14,0,1,0,*9\
202,Justin\'a0Christian\\chrisju01,32,SFG,NL,34,61,56,6,7,1,0,0,2,2,1,5,3,.125,.197,.143,.340,0,8,0,0,0,0,0,7/9D8\
203,Vinnie\'a0Chulk\\chulkvi01,33,MIL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
204,Tony\'a0Cingrani*\\cingrto01,22,CIN,NL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
205,Pedro\'a0Ciriaco\\ciriape01,26,BOS,AL,76,272,259,33,76,15,2,2,19,16,3,8,47,.293,.315,.390,.705,90,101,2,0,5,0,2,546D/879\
206,Steve\'a0Cishek\\cishest01,26,MIA,NL,66,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
207,Jeff\'a0Clement*\\clemeje01,28,PIT,NL,23,24,22,1,3,1,0,0,1,0,0,2,7,.136,.208,.182,.390,10,4,2,0,0,0,0,/3\
208,Maikel\'a0Cleto\\cletoma01,23,STL,NL,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
209,Steve\'a0Clevenger*\\clevest01,26,CHC,NL,69,215,199,16,40,12,0,1,16,0,1,16,39,.201,.260,.276,.537,46,55,10,0,0,0,0,2/35\
210,Tyler\'a0Clippard\\clippty01,27,WSN,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
211,Tyler\'a0Cloyd\\cloydty01,25,PHI,NL,6,14,11,2,1,0,0,0,0,0,0,3,3,.091,.286,.091,.377,9,1,1,0,0,0,0,/1\
212,Robert\'a0Coello\\coellro01,27,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
213,Todd\'a0Coffey\\coffeto01,31,LAD,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
214,Chris\'a0Coghlan*\\coghlch01,27,MIA,NL,39,105,93,10,13,1,0,1,10,0,2,9,12,.140,.212,.183,.394,8,17,4,0,1,2,1,78/9\
215,Phil\'a0Coke*\\cokeph01,29,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
216,Casey\'a0Coleman*\\colemca01,24,CHC,NL,15,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,82,1,0,0,0,0,0,1\
217,Louis\'a0Coleman\\colemlo01,26,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
218,Tim\'a0Collins*\\colliti01,22,KCR,AL,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
219,Josh\'a0Collmenter\\collmjo01,26,ARI,NL,27,23,16,1,1,0,0,0,2,0,0,1,5,.063,.118,.063,.180,-49,1,0,0,6,0,0,1\
220,Bartolo\'a0Colon\\colonba01,39,OAK,AL,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
221,Roman\'a0Colon\\colonro01,32,KCR,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
222,Tyler\'a0Colvin*\\colvity01,26,COL,NL,136,452,420,62,122,27,10,18,72,7,3,21,117,.290,.327,.531,.858,114,223,6,2,2,1,0,9837\
223,Hank\'a0Conger#\\congeha01,24,LAA,AL,7,22,18,0,3,0,0,0,1,0,0,1,0,.167,.238,.167,.405,18,3,1,1,1,1,0,/2\
224,Brooks\'a0Conrad#\\conrabr01,32,TOT,MLB,49,105,98,6,13,5,0,4,15,0,0,6,43,.133,.181,.306,.487,31,30,2,0,0,1,0,54/3D6\
225,Jose\'a0Constanza*\\constjo01,28,ATL,NL,37,86,76,8,19,2,0,0,4,5,2,8,21,.250,.321,.276,.598,64,21,0,0,2,0,2,7/8\
226,Jose\'a0Contreras\\contrjo01,40,PHI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
227,Ryan\'a0Cook\\cookry01,25,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
228,David\'a0Cooper*\\coopeda01,25,TOR,AL,45,145,140,16,42,11,0,4,11,0,1,4,22,.300,.324,.464,.788,112,65,1,1,0,0,0,3D\
229,Patrick\'a0Corbin*\\corbipa01,22,ARI,NL,22,43,36,3,4,0,1,0,4,0,0,1,17,.111,.135,.167,.302,-19,6,0,0,6,0,0,1\
230,Francisco\'a0Cordero\\cordefr01,37,TOT,MLB,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
231,Manny\'a0Corpas\\corpama01,29,CHC,NL,44,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
232,Carlos\'a0Corporan#\\corpoca01,28,HOU,NL,27,85,78,5,21,2,0,4,13,0,1,4,19,.269,.310,.449,.758,103,35,2,1,1,1,0,2\
233,Kevin\'a0Correia\\correke01,31,PIT,NL,30,55,47,1,5,0,0,0,0,0,1,0,21,.106,.106,.106,.213,-40,5,0,0,8,0,0,1\
234,Mike\'a0Costanzo*\\costami01,28,CIN,NL,17,21,18,0,1,0,0,0,2,0,0,1,10,.056,.095,.056,.151,-58,1,0,0,0,2,0,/3D\
235,Scott\'a0Cousins*\\cousisc01,27,MIA,NL,53,92,86,7,14,4,1,1,3,1,1,4,24,.163,.200,.267,.467,25,23,2,0,2,0,2,89/7\
236,Collin\'a0Cowgill\\cowgico01,26,OAK,AL,38,116,104,10,28,2,0,1,9,3,4,11,27,.269,.336,.317,.654,86,33,3,0,0,1,0,78/9\
237,Zack\'a0Cozart\\cozarza01,26,CIN,NL,138,600,561,72,138,33,4,15,35,4,0,31,113,.246,.288,.399,.687,82,224,11,3,2,3,0,*6\
238,Allen\'a0Craig\\craigal01,27,STL,NL,119,514,469,76,144,35,0,22,92,2,1,37,89,.307,.354,.522,.876,137,245,15,1,0,7,1,39/7D\
239,Jesse\'a0Crain\\crainje01,30,CHW,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
240,Brandon\'a0Crawford*\\crawfbr01,25,SFG,NL,143,476,435,44,108,26,3,4,45,1,4,33,95,.248,.304,.349,.653,86,152,4,3,2,3,6,*6\
241,Carl\'a0Crawford*\\crawfca02,30,BOS,AL,31,125,117,23,33,10,2,3,19,5,0,3,22,.282,.306,.479,.785,108,56,1,2,1,2,0,7/D\
242,Coco\'a0Crisp#\\crispco01,32,OAK,AL,120,508,455,68,118,25,7,11,46,39,4,45,64,.259,.325,.418,.742,107,190,9,0,6,2,0,*87/D\
243,Aaron\'a0Crow\\crowaa01,25,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
244,Juan\'a0Cruz\\cruzju02,33,PIT,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
245,Luis\'a0Cruz\\cruzlu01,28,LAD,NL,78,296,283,26,84,20,0,6,40,2,1,9,34,.297,.322,.431,.753,106,122,7,2,1,1,1,56/4\
246,Nelson\'a0Cruz\\cruzne02,31,TEX,AL,159,642,585,86,152,45,0,24,90,8,4,48,140,.260,.319,.460,.779,104,269,7,5,0,4,2,*9/D7\
247,Rhiner\'a0Cruz\\cruzrh01,25,HOU,NL,49,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
248,Tony\'a0Cruz\\cruzto03,25,STL,NL,51,131,126,11,32,9,1,1,11,0,1,3,19,.254,.267,.365,.632,72,46,4,0,0,2,0,2/3\
249,Michael\'a0Cuddyer\\cuddymi01,33,COL,NL,101,394,358,53,93,30,2,16,58,8,3,32,78,.260,.317,.489,.806,102,175,12,0,0,4,1,93\
250,Johnny\'a0Cueto\\cuetojo01,26,CIN,NL,32,84,67,3,6,1,0,0,2,0,0,0,24,.090,.090,.104,.194,-48,7,0,0,17,0,0,1\
251,Charlie\'a0Culberson\\culbech01,23,SFG,NL,6,23,22,0,3,0,0,0,1,0,0,0,7,.136,.136,.136,.273,-22,3,0,0,1,0,0,/4\
252,Aaron\'a0Cunningham\\cunniaa01,26,CLE,AL,72,109,97,5,17,4,0,1,7,0,3,9,25,.175,.245,.247,.493,40,24,0,0,3,0,1,798/D\
253,Chase\'a0d'Arnaud\\darnach01,25,PIT,NL,8,6,6,2,0,0,0,0,1,1,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/46\
254,Johnny\'a0Damon*\\damonjo01,38,CLE,AL,64,224,207,25,46,6,2,4,19,4,0,17,27,.222,.281,.329,.610,72,68,0,0,0,0,0,7/D\
255,John\'a0Danks*\\danksjo01,27,CHW,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
256,Jordan\'a0Danks*\\danksjo02,25,CHW,AL,50,75,67,12,15,1,0,1,4,3,1,6,16,.224,.280,.284,.564,54,19,1,0,0,2,0,78/9D\
257,James\'a0Darnell\\darneja01,25,SDP,NL,7,19,17,1,4,1,0,1,1,0,0,2,2,.235,.316,.471,.786,119,8,3,0,0,0,0,/75\
258,Yu\'a0Darvish\\darviyu01,25,TEX,AL,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,78,1,0,0,0,0,0,1\
259,Chris\'a0Davis*\\davisch02,26,BAL,AL,139,562,515,75,139,20,0,33,85,2,3,37,169,.270,.326,.501,.827,121,258,8,7,0,3,6,D397/1\
260,Ike\'a0Davis*\\davisik02,25,NYM,NL,156,584,519,66,118,26,0,32,90,0,2,61,141,.227,.308,.462,.771,111,240,10,1,0,3,3,*3\
261,Rajai\'a0Davis\\davisra01,31,TOR,AL,142,487,447,64,115,24,3,8,43,46,13,29,102,.257,.309,.378,.687,86,169,8,6,1,4,3,*79/8D\
262,Wade\'a0Davis\\daviswa01,26,TBR,AL,5,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,183,1,0,0,0,0,0,1\
263,Alejandro\'a0De\'a0Aza*\\deazaal01,28,CHW,AL,131,585,524,81,147,29,6,9,50,26,12,47,109,.281,.349,.410,.760,105,215,1,9,4,1,3,*87/D\
264,Justin\'a0De\'a0Fratus#\\defraju01,24,PHI,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
265,Ivan\'a0De\'a0Jesus\\dejesiv02,25,TOT,MLB,31,45,41,5,9,3,0,0,4,1,1,3,13,.220,.267,.293,.559,54,12,1,0,0,1,0,4/5D6\
266,Jorge\'a0De\'a0La\'a0Rosa*\\rosajo01,31,COL,NL,3,5,5,0,2,0,0,0,1,0,0,0,1,.400,.400,.400,.800,105,2,0,0,0,0,0,/1\
267,Rubby\'a0De\'a0La\'a0Rosa\\delarru01,23,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
268,David\'a0DeJesus*\\dejesda01,32,CHC,NL,148,582,506,76,133,28,8,9,50,7,8,61,89,.263,.350,.403,.753,104,204,9,9,2,4,1,*98/7\
269,Enerio\'a0Del\'a0Rosario\\delroen01,26,HOU,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
270,Steve\'a0Delabar\\delabst01,28,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
271,Randall\'a0Delgado\\delgara01,22,ATL,NL,16,28,25,3,6,0,0,0,1,0,0,0,9,.240,.240,.240,.480,30,6,1,0,3,0,0,1\
272,Sam\'a0Demel\\demelsa01,26,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
273,Ryan\'a0Dempster\\dempsry01,35,TOT,MLB,15,33,32,1,3,0,1,0,1,0,0,0,9,.094,.094,.156,.250,-34,5,0,0,1,0,0,1\
274,Chris\'a0Denorfia\\denorch01,31,SDP,NL,130,382,348,56,102,19,6,8,36,13,5,27,52,.293,.345,.451,.796,123,157,9,2,2,3,0,*97/8\
275,Mark\'a0DeRosa\\derosma01,37,WSN,NL,48,101,85,13,16,5,0,0,6,1,0,14,18,.188,.300,.247,.547,51,21,3,0,1,1,0,5/79346\
276,Daniel\'a0Descalso*\\descada01,25,STL,NL,143,426,374,41,85,10,7,4,26,6,3,37,83,.227,.303,.324,.627,72,121,5,5,7,3,3,465/3\
277,Ian\'a0Desmond\\desmoia01,26,WSN,NL,130,547,513,72,150,33,2,25,73,21,6,30,113,.292,.335,.511,.845,125,262,17,3,0,1,1,*6\
278,Ross\'a0Detwiler\\detwiro01,26,WSN,NL,30,49,45,0,2,0,0,0,1,0,0,1,22,.044,.065,.044,.110,-69,2,0,0,3,0,0,1\
279,Blake\'a0DeWitt*\\dewitbl01,26,CHC,NL,18,30,29,1,4,1,0,0,1,0,0,0,2,.138,.133,.172,.306,-18,5,1,0,0,1,0,/47\
280,Scott\'a0Diamond*\\diamosc01,25,MIN,AL,3,8,7,1,1,0,0,0,0,0,0,0,4,.143,.143,.143,.286,-20,1,0,0,1,0,0,1\
281,Juan\'a0Diaz*\\diazju02,23,CLE,AL,5,17,15,4,4,0,0,0,0,0,0,1,5,.267,.353,.267,.620,79,4,3,1,0,0,0,/6\
282,Matt\'a0Diaz\\diazma02,34,ATL,NL,51,118,108,10,24,6,0,2,13,0,0,9,21,.222,.280,.333,.613,65,36,4,0,0,1,1,7/9D\
283,Chris\'a0Dickerson*\\dickech01,30,NYY,AL,25,17,14,5,4,0,0,2,5,3,0,3,5,.286,.412,.714,1.126,197,10,1,0,0,0,0,7/98\
284,R.A.\'a0Dickey\\dicker.01,37,NYM,NL,33,83,72,3,11,0,0,0,3,0,0,0,14,.153,.164,.153,.317,-11,11,3,1,10,0,0,1\
285,Brandon\'a0Dickson\\dicksbr01,27,STL,NL,4,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,176,1,0,0,0,0,0,/1\
286,Jake\'a0Diekman*\\diekmja01,25,PHI,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
287,Tim\'a0Dillard\\dillati01,28,MIL,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
288,Andy\'a0Dirks*\\dirksan01,26,DET,AL,88,344,314,56,101,18,5,8,35,1,1,23,53,.322,.370,.487,.857,129,153,4,2,3,2,2,79D/8\
289,Greg\'a0Dobbs*\\dobbsgr01,33,MIA,NL,120,342,319,26,91,13,2,5,39,4,2,14,53,.285,.313,.386,.698,87,123,8,2,0,7,5,5739/D\
290,Rafael\'a0Dolis\\dolisra01,24,CHC,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
291,Matt\'a0Dominguez\\dominma01,22,HOU,NL,31,113,109,14,31,2,2,5,16,0,0,4,17,.284,.310,.477,.787,110,52,4,0,0,0,1,5\
292,Jason\'a0Donald\\donalja01,27,CLE,AL,43,135,124,18,25,2,1,2,11,4,0,5,40,.202,.246,.282,.529,49,35,0,3,1,2,0,56/47D8\
293,Josh\'a0Donaldson\\donaljo02,26,OAK,AL,75,294,274,34,66,16,0,9,33,4,1,14,61,.241,.289,.398,.687,91,109,6,5,0,1,0,5/23\
294,Sean\'a0Doolittle*\\doolise01,25,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
295,Octavio\'a0Dotel\\doteloc01,38,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
296,Felix\'a0Doubront*\\doubrfe01,24,BOS,AL,1,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
297,Ryan\'a0Doumit#\\doumiry01,31,MIN,AL,134,528,484,56,133,34,1,18,75,0,0,29,98,.275,.320,.461,.781,114,223,17,7,0,8,5,2D7/93\
298,Matt\'a0Downs\\downsma01,28,HOU,NL,91,191,178,15,36,4,1,8,16,2,4,8,38,.202,.253,.371,.623,67,66,5,4,1,0,1,359/476\
299,Scott\'a0Downs*\\downssc01,36,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
300,Brian\'a0Dozier\\doziebr01,25,MIN,AL,84,340,316,33,74,11,1,6,33,9,2,16,58,.234,.271,.332,.603,67,105,10,1,4,3,0,6\
301,Kyle\'a0Drabek\\drabeky01,24,TOR,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
302,Stephen\'a0Drew*\\drewst01,29,TOT,MLB,79,327,287,38,64,13,1,7,28,1,2,37,76,.223,.309,.348,.657,81,100,2,0,0,3,2,6\
303,Lucas\'a0Duda*\\dudalu01,26,NYM,NL,121,459,401,43,96,15,0,15,57,1,0,51,120,.239,.329,.389,.718,99,156,5,4,0,3,0,97/3D\
304,Brian\'a0Duensing*\\duensbr01,29,MIN,AL,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
305,Zach\'a0Duke*\\dukeza01,29,WSN,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
306,Shelley\'a0Duncan\\duncash01,32,CLE,AL,81,264,232,29,47,10,0,11,31,1,2,28,59,.203,.288,.388,.676,89,90,9,1,0,3,1,7D/93\
307,Adam\'a0Dunn*\\dunnad01,32,CHW,AL,151,649,539,87,110,19,0,41,96,2,1,105,222,.204,.333,.468,.800,114,252,8,1,0,4,3,D3/7\
308,Mike\'a0Dunn*\\dunnmi01,27,MIA,NL,59,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
309,Chad\'a0Durbin\\durbich01,34,ATL,NL,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
310,Jarrod\'a0Dyson*\\dysonja01,27,KCR,AL,102,330,292,52,76,8,5,0,9,30,5,30,56,.260,.328,.322,.650,79,94,5,1,4,3,1,8/D\
311,Adam\'a0Eaton*\\eatonad02,23,ARI,NL,22,103,85,19,22,3,2,2,5,2,3,14,15,.259,.382,.412,.794,114,35,0,3,1,0,0,8/7\
312,Josh\'a0Edgin\\edginjo01,25,NYM,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
313,Steve\'a0Edlefsen\\edlefst01,27,SFG,NL,14,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
314,Jack\'a0Egbert*\\egberja01,29,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
315,Mike\'a0Ekstrom\\ekstrmi01,28,COL,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
316,Scott\'a0Elbert*\\elbersc01,26,LAD,NL,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
317,Brad\'a0Eldred\\eldrebr01,31,DET,AL,5,17,16,1,3,1,1,0,1,0,0,1,6,.188,.235,.375,.610,61,6,0,0,0,0,0,/D\
318,A.J.\'a0Ellis\\ellisaj01,31,LAD,NL,133,505,423,44,114,20,1,13,52,0,0,65,107,.270,.373,.414,.786,118,175,17,7,6,4,11,*2\
319,Mark\'a0Ellis\\ellisma01,35,LAD,NL,110,464,415,62,107,21,1,7,31,5,0,40,70,.258,.333,.364,.697,93,151,5,7,2,0,0,*4\
320,Jacoby\'a0Ellsbury*\\ellsbja01,28,BOS,AL,74,323,303,43,82,18,0,4,26,14,3,19,43,.271,.313,.370,.682,84,112,5,0,0,1,0,8/D\
321,Jake\'a0Elmore\\elmorja01,25,ARI,NL,30,73,68,1,13,4,0,0,7,0,0,5,6,.191,.247,.250,.497,34,17,1,0,0,0,0,6/4\
322,John\'a0Ely\\elyjo01,26,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
323,Edwin\'a0Encarnacion\\encared01,29,TOR,AL,151,644,542,93,152,24,0,42,110,13,3,84,94,.280,.384,.557,.941,153,302,6,11,0,7,12,D3/75\
324,Nathan\'a0Eovaldi\\eovalna01,22,TOT,NL,20,36,32,2,3,0,0,0,0,0,0,1,20,.094,.121,.094,.215,-40,3,0,0,3,0,0,1\
325,Cody\'a0Eppley\\eppleco01,26,NYY,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
