k,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary▼,Acquired
147,Jeff D'Amico\d'amije01,26,NYM,145.2,29,22,84,5.19,4.52,-0.15,0.12,95.7,4.58,-11,-1.1,.33,-0.1,0.1,2,.463,.493,$1840000,Traded
148,David Weathers\weathda01,32,NYM,77.1,71,0,30,3.49,4.49,-0.13,-0.33,96.4,4.14,5,0.5,1.49,0.0,1.2,12,.508,.503,$1833333,Free Agency
149,Elmer Dessens\desseel01,31,CIN,178.0,30,30,70,3.54,4.47,0.00,0.17,103.7,4.81,24,2.7,,-0.1,4.1,40,.590,.517,$1825000,Free Agency
150,Matt Anderson\anderma01,25,DET,11.0,12,0,13,10.64,4.98,-0.27,-0.38,99.6,4.85,-7,-0.7,.89,0.0,-0.5,-6,.444,.496,$1800000,Amateur Draft
151,Eddie Guardado*\guarded01,31,MIN,67.2,68,0,22,2.93,4.77,0.11,-0.36,100.7,4.32,10,1.0,1.82,0.3,2.0,18,.515,.506,$1800000,Amateur Draft
152,Mark Guthrie*\guthrma01,36,NYM,48.0,68,0,13,2.44,4.75,-0.12,-0.35,96.0,4.34,10,1.0,1.42,0.1,1.6,14,.515,.506,$1800000,Traded
153,Jason Johnson\johnsja02,28,BAL,131.1,22,22,68,4.66,4.97,0.26,0.18,97.0,4.75,1,0.1,,-0.1,1.3,16,.503,.500,$1800000,Traded
154,Jason Christiansen*\chrisja01,32,SFG,5.0,6,0,3,5.40,4.58,0.28,-0.34,85.2,3.38,-1,-0.1,.96,0.0,-0.1,-1,.481,.499,$1733333,Traded
155,Kerry Ligtenberg\ligteke01,31,ATL,66.2,52,0,23,3.11,4.57,0.45,-0.34,101.2,3.82,5,0.5,.68,-0.2,0.9,11,.510,.503,$1700000,Purchased
156,Danny Patterson\patteda04,31,DET,3.0,6,0,5,15.00,4.79,-0.33,-0.36,92.4,4.40,-4,-0.3,1.31,-0.1,-0.4,-3,.444,.498,$1700000,Traded
157,Bob Wells\wellsbo01,35,MIN,58.0,48,0,41,6.36,4.83,0.15,-0.37,102.3,4.42,-13,-1.2,.80,0.0,-0.6,-6,.474,.492,$1700000,Free Agency
158,Pedro Borbon*\borbope02,34,2TM,50.1,72,0,32,5.72,4.69,-0.21,-0.35,105.4,4.79,-5,-0.6,1.25,-0.2,-0.3,-1,.492,.498,$1650000,Conditional Deal
159,Mike Myers*\myersmi01,33,ARI,37.0,69,0,18,4.38,4.96,-0.03,-0.37,114.0,5.27,4,0.4,1.46,0.0,0.7,7,.505,.502,$1533333,Traded
160,Ricky Bottalico\bottari01,32,PHI,27.1,30,0,16,5.27,4.55,0.16,-0.34,97.4,3.95,-4,-0.4,1.36,-0.1,-0.3,-2,.486,.497,$1500000,Free Agency
161,Shigetoshi Hasegawa\hasegsh01,33,SEA,70.1,53,0,26,3.33,4.87,0.03,-0.37,95.7,4.28,7,0.7,1.18,-0.1,1.4,15,.513,.504,$1500000,Free Agency
162,Ricardo Rincon*\rincori01,32,2TM,56.0,71,0,28,4.50,4.92,-0.20,-0.37,98.1,4.66,1,0.1,1.39,-0.1,0.6,7,.501,.500,$1500000,Traded
163,Esteban Yan\yanes01,27,TBD,69.0,55,0,35,4.57,4.94,-0.05,-0.37,100.5,4.63,0,0.0,1.73,-0.2,0.6,8,.500,.500,$1500000,Expansion Draft
164,Jesus Sanchez*\sanchje01,27,CHC,8.1,8,0,12,12.96,4.87,-0.48,-0.36,100.6,5.02,-7,-0.7,.40,0.2,-0.4,-7,.411,.496,$1425000,Traded
165,Mike DeJean\dejeami01,31,MIL,75.0,68,0,28,3.36,4.51,-0.08,-0.33,99.8,4.25,7,0.7,1.52,0.0,1.4,14,.511,.505,$1400000,Traded
166,John Halama*\halamjo01,30,SEA,101.0,31,10,45,4.01,4.98,0.04,-0.10,95.6,4.63,6,0.6,.81,-0.2,1.5,18,.521,.504,$1400000,Traded
167,Tim Worrell\worreti01,34,SFG,72.0,80,0,21,2.63,4.50,0.22,-0.33,95.6,3.77,9,0.9,1.24,0.0,1.5,15,.512,.506,$1400000,Traded
168,Blake Stein\steinbl01,28,KCR,46.2,27,2,41,7.91,5.03,-0.13,-0.27,111.7,5.46,-13,-1.2,.77,0.0,-0.7,-7,.454,.492,$1350000,Traded
169,Al Levine\levinal01,34,ANA,63.2,52,0,35,4.95,5.00,0.64,-0.38,98.7,3.93,-8,-0.7,1.18,-0.2,-0.3,0,.486,.495,$1325000,Waivers
170,Jose Paniagua\paniajo01,28,DET,41.2,41,0,30,6.48,4.91,-0.25,-0.37,96.6,4.63,-9,-0.9,1.04,-0.1,-0.5,-4,.479,.495,$1325000,Traded
171,Carl Pavano\pavanca01,26,2TM,136.0,37,22,88,5.82,4.46,-0.09,0.09,100.8,4.68,-18,-1.7,.96,-0.1,-0.7,-6,.453,.495,$1312500,Traded
172,James Baldwin\baldwja01,30,SEA,150.0,30,23,95,5.70,4.95,0.04,0.13,96.6,4.86,-15,-1.4,.47,-0.1,0.1,3,.453,.491,$1250000,Free Agency
173,Dennis Cook*\cookde01,39,ANA,24.0,37,0,9,3.38,5.18,0.61,-0.39,96.6,4.03,2,0.2,1.21,0.0,0.4,4,.504,.501,$1250000,Free Agency
174,Kevin Jarvis\jarvike01,32,SDP,35.0,7,7,19,4.89,4.84,-0.45,0.19,91.8,5.02,0,0.0,,0.0,0.3,3,.506,.500,$1250000,Free Agency
175,Jay Witasick\witasja01,29,SFG,68.1,44,0,19,2.50,4.54,0.22,-0.34,96.9,3.86,10,1.1,.71,-0.3,1.4,16,.524,.507,$1250000,Traded
176,Chad Fox\foxch02,31,MIL,4.2,3,0,3,5.79,4.35,-0.10,-0.32,96.1,3.97,-1,-0.1,.79,0.0,-0.1,-1,.467,.499,$1200000,Traded
177,Bob Howry\howrybo01,28,2TM,68.2,67,0,37,4.85,4.77,0.17,-0.36,100.8,4.27,-5,-0.5,1.14,-0.2,0.1,3,.493,.500,$1200000,Traded
178,Steve Kline*\klinest02,29,STL,58.1,66,0,23,3.55,4.46,0.29,-0.33,97.1,3.73,1,0.1,1.32,-0.1,0.5,6,.502,.501,$1200000,Traded
179,Mike Magnante*\magnami01,37,OAK,28.2,32,0,22,6.91,5.01,-0.05,-0.38,96.2,4.49,-8,-0.8,.72,0.0,-0.4,-4,.476,.495,$1200000,Free Agency
180,Paul Wilson\wilsopa02,29,TBD,193.2,30,30,113,5.25,4.90,-0.05,0.18,100.3,5.14,-3,-0.3,,-0.1,1.5,19,.489,.498,$1200000,Traded
181,John Thomson\thomsjo01,28,2TM,181.2,30,30,116,5.75,4.65,0.11,0.18,108.4,5.10,-14,-1.3,,-0.1,0.1,2,.456,.497,$1100000,Amateur Draft
182,Brett Tomko\tomkobr01,29,SDP,204.1,32,32,107,4.71,4.57,-0.47,0.18,91.9,4.80,1,0.1,,-0.1,1.7,19,.503,.501,$1100000,Traded
183,Chris Brock\brockch01,32,BAL,44.0,22,0,24,4.91,5.01,0.29,-0.38,97.1,4.21,-4,-0.4,.61,0.0,0.1,2,.484,.498,$1000000,Traded
184,Todd Jones\jonesto02,34,COL,82.1,79,0,43,4.70,4.66,0.19,-0.34,114.2,4.71,0,0.0,1.38,-0.2,0.5,7,.500,.500,$1000000,Free Agency
185,T.J. Mathews\mathet.01,32,HOU,18.1,12,0,7,3.44,4.63,-0.28,-0.34,107.4,4.90,3,0.3,.86,-0.1,0.4,5,.526,.502,$1000000,Free Agency
186,Dan Miceli\micelda01,31,TEX,8.1,9,0,8,8.64,5.46,-0.18,-0.41,108.7,5.67,-3,-0.3,1.95,-0.1,-0.3,-2,.470,.498,$1000000,Free Agency
187,Rudy Seanez\seaneru01,33,TEX,33.0,33,0,25,6.82,5.00,-0.11,-0.38,104.7,4.95,-7,-0.7,1.53,-0.3,-0.6,-3,.479,.496,$1000000,Free Agency
188,Rick White\whiteri01,33,2TM,62.2,61,0,33,4.74,4.54,0.24,-0.34,110.7,4.40,-3,-0.2,1.13,-0.1,0.3,3,.496,.498,$1000000,Free Agency
189,Sean Lowe\lowese01,31,2TM,79.1,51,1,58,6.58,4.51,0.10,-0.31,107.4,4.41,-19,-1.9,.97,-0.2,-1.4,-12,.462,.493,$950000,Free Agency
190,Kazuhisa Ishii*\ishiika01,28,LAD,154.0,28,28,82,4.79,4.48,0.26,0.17,91.9,4.04,-13,-1.3,,-0.1,-0.1,0,.452,.492,$900000,Free Agency
191,Dennys Reyes*\reyesde01,25,2TM,82.2,58,5,52,5.66,4.80,0.02,-0.21,110.8,5.05,-6,-0.5,.71,-0.1,0.1,2,.491,.500,$900000,Traded
192,Garrett Stephenson\stephga01,30,STL,45.0,12,10,27,5.40,4.27,0.30,0.14,98.4,4.04,-7,-0.7,.15,0.0,-0.3,-3,.442,.496,$900000,Traded
193,Ron Villone*\villoro01,32,PIT,93.0,45,7,63,6.10,4.55,0.07,-0.13,108.0,4.70,-15,-1.5,.68,0.0,-0.7,-7,.466,.491,$900000,Free Agency
194,Tim Hudson\hudsoti01,26,OAK,238.1,34,34,87,3.29,4.98,-0.04,0.18,95.2,4.96,43,4.6,,-0.2,6.9,71,.636,.528,$875000,Amateur Draft
195,Juan Acevedo\aceveju01,32,DET,74.2,65,0,33,3.98,4.89,-0.24,-0.37,94.8,4.52,4,0.4,1.64,0.0,1.2,13,.506,.503,$850000,Free Agency
196,Paul Byrd\byrdpa01,31,KCR,228.1,33,33,111,4.38,4.91,-0.13,0.18,109.1,5.69,32,3.4,,-0.2,5.6,59,.603,.521,$850000,Free Agency
197,Mike Holtz*\holtzmi01,29,2TM,35.0,49,0,25,6.43,5.14,-0.26,-0.38,96.6,4.84,-6,-0.6,1.13,-0.1,-0.4,-3,.487,.498,$825000,Free Agency
198,Mike Venafro*\venafmi01,28,OAK,37.0,47,0,22,5.35,5.23,-0.04,-0.40,97.5,4.75,-3,-0.3,1.35,-0.1,0.0,2,.494,.498,$812500,Traded
199,Braden Looper\loopebr01,27,FLA,86.0,78,0,31,3.24,4.47,-0.08,-0.33,97.1,4.10,8,0.8,1.41,0.0,1.6,15,.511,.505,$800000,Traded
200,Mark Mulder*\muldema01,24,OAK,207.1,30,30,88,3.82,4.84,-0.04,0.18,98.8,4.99,26,2.7,,-0.1,4.7,50,.590,.517,$800000,Amateur Draft
201,Vic Darensbourg*\darenvi01,31,FLA,48.1,42,0,34,6.33,4.57,-0.09,-0.34,97.5,4.21,-12,-1.2,.62,0.1,-0.6,-7,.472,.493,$775000,Free Agency
202,Scott Sauerbeck*\sauersc01,30,PIT,62.2,78,0,18,2.59,4.67,0.06,-0.34,104.3,4.45,13,1.3,1.36,0.1,2.0,18,.517,.508,$766667,Rule 5 Draft
203,Byung-Hyun Kim\kimby01,23,ARI,84.0,72,0,20,2.14,4.58,-0.02,-0.34,109.4,4.67,23,2.5,1.84,0.9,4.1,31,.534,.515,$762500,Amateur Free Agent
204,Mike Morgan\morgami01,42,ARI,34.0,29,0,22,5.82,4.66,-0.03,-0.34,111.6,4.86,-4,-0.4,.62,0.0,-0.1,-1,.487,.498,$750000,Free Agency
205,Jose Cabrera\cabrejo01,30,MIL,103.1,50,11,84,7.32,4.45,-0.10,-0.06,101.3,4.55,-32,-3.2,1.03,-0.2,-2.4,-23,.436,.480,$705000,Traded
206,CC Sabathia*\sabatc.01,21,CLE,210.0,33,33,109,4.67,4.74,-0.30,0.17,100.5,5.24,12,1.2,,-0.1,3.2,37,.537,.508,$700000,Amateur Draft
207,Jose Santiago\santijo03,27,PHI,47.0,42,0,35,6.70,4.41,0.17,-0.33,93.4,3.66,-16,-1.6,1.07,-0.2,-1.4,-12,.461,.490,$700000,Traded
208,Jeff Tam\tamje01,31,OAK,40.1,40,0,26,5.80,5.17,-0.05,-0.39,98.6,4.76,-5,-0.5,1.00,-0.1,-0.1,0,.488,.497,$700000,Free Agency
209,Doug Creek*\creekdo01,33,2TM,55.2,52,0,37,5.98,5.04,-0.02,-0.38,99.8,4.67,-8,-0.8,1.07,-0.2,-0.5,-2,.484,.497,$685000,Conditional Deal
210,Brian Boehringer\boehrbr01,33,PIT,79.2,70,0,30,3.39,4.47,0.06,-0.33,103.3,4.21,7,0.7,1.38,0.0,1.4,14,.510,.504,$675000,Free Agency
211,Jose Silva\silvajo01,28,CIN,23.1,12,0,11,4.24,4.57,0.00,-0.34,108.1,4.57,1,0.1,.44,-0.1,0.2,3,.507,.500,$650000,Traded
212,Odalis Perez*\perezod01,24,LAD,222.1,32,32,76,3.08,4.56,0.27,0.18,93.4,4.17,26,2.9,,-0.1,4.6,46,.590,.518,$625000,Traded
213,Rich Rodriguez*\rodriri02,39,TEX,16.2,36,0,10,5.40,5.30,-0.12,-0.40,103.1,5.18,0,-0.1,1.84,-0.1,0.1,1,.499,.500,$600000,Conditional Deal
214,Mark Wohlers\wohlema01,32,CLE,71.1,64,0,41,5.17,4.85,-0.31,-0.37,99.3,4.76,-4,-0.4,1.27,-0.2,0.2,5,.494,.498,$600000,Free Agency
215,Ramon Ortiz\ortizra02,29,ANA,217.1,32,32,97,4.02,4.88,0.59,0.18,100.5,4.49,10,1.0,,-0.1,3.1,36,.533,.506,$575000,Amateur Free Agent
216,Ryan Rupe\rupery01,27,TBD,90.0,15,15,60,6.00,4.88,-0.05,0.18,96.4,4.93,-11,-1.0,,-0.1,-0.2,-1,.430,.494,$575000,Amateur Draft
217,Hideki Irabu\irabuhi01,33,TEX,47.0,38,2,30,5.74,4.91,-0.14,-0.24,108.8,5.23,-3,-0.3,1.95,-0.2,0.0,3,.493,.498,$550000,Free Agency
218,Steve Woodard\woodast01,27,TEX,17.2,14,0,13,6.62,5.10,-0.14,-0.39,109.2,5.30,-3,-0.3,.71,0.0,-0.1,-1,.481,.498,$550000,Free Agency
219,Alan Embree*\embreal01,32,2TM,62.0,68,0,19,2.76,4.88,0.00,-0.37,96.0,4.32,10,1.1,1.69,0.2,1.9,17,.516,.503,$500000,Traded
220,Joey Hamilton\hamiljo02,31,CIN,124.2,39,17,78,5.63,4.52,0.00,0.04,105.0,4.78,-12,-1.2,1.21,-0.2,-0.3,-1,.468,.492,$500000,Free Agency
221,Jimmy Haynes\hayneji01,29,CIN,196.2,34,34,97,4.44,4.49,0.00,0.17,104.9,4.89,9,1.0,,-0.1,2.5,26,.528,.506,$500000,Free Agency
222,Michael Jackson\jacksmi02,37,MIN,55.0,58,0,20,3.27,4.81,0.14,-0.36,100.6,4.33,6,0.6,1.27,0.0,1.2,13,.511,.504,$500000,Free Agency
223,Mike James\jamesmi01,34,COL,11.1,13,0,9,7.15,4.91,0.20,-0.36,111.4,4.84,-3,-0.3,.27,0.1,-0.1,-2,.477,.498,$500000,Free Agency
224,Satoru Komiyama\komiysa01,36,NYM,43.1,25,0,29,6.02,4.55,-0.15,-0.34,97.0,4.23,-9,-0.9,.54,0.1,-0.4,-5,.464,.494,$500000,Purchased
225,Kent Mercker*\merckke01,34,COL,44.0,58,0,33,6.75,4.68,0.22,-0.35,117.6,4.84,-10,-1.0,.96,-0.1,-0.7,-6,.483,.494,$500000,Free Agency
226,Hipolito Pichardo\pichahi01,32,HOU,0.1,1,0,3,81.00,4.64,-1.05,-0.35,88.0,4.70,-3,-0.2,1.50,-0.1,-0.3,-3,.271,.499,$500000,Free Agency
227,Steve Reed\reedst01,37,2TM,67.0,64,0,15,2.01,4.65,-0.29,-0.34,96.4,4.43,18,1.9,1.24,0.1,2.6,24,.529,.506,$500000,Traded
228,Jose Rijo\rijojo01,37,CIN,77.0,31,9,48,5.61,4.55,0.00,-0.04,104.2,4.70,-8,-0.8,.48,0.0,-0.2,-1,.473,.495,$500000,Free Agency
229,Tomas Perez\perezto03,28,PHI,0.1,1,0,0,0.00,4.43,0.27,-0.32,110.0,4.21,0,0.0,.00,0.0,0.0,0,.516,.500,$475000,Free Agency
230,Willie Banks\bankswi01,33,BOS,39.0,29,0,15,3.46,4.70,0.39,-0.36,99.3,3.93,2,0.2,.44,-0.1,0.5,6,.506,.501,$450000,Free Agency
231,Chris Hammond*\hammoch01,36,ATL,76.0,63,0,15,1.78,4.55,0.44,-0.34,100.7,3.80,17,1.8,1.46,0.2,2.7,24,.528,.511,$450000,Free Agency
232,Donovan Osborne*\osbordo01,33,CHC,16.0,11,0,11,6.19,4.54,-0.40,-0.34,99.2,4.57,-3,-0.3,.63,0.0,-0.1,-2,.473,.498,$450000,Free Agency
233,Randy Wolf*\wolfra02,25,PHI,210.2,31,31,77,3.29,4.47,0.14,0.17,96.0,4.33,23,2.6,,-0.1,4.2,42,.583,.516,$450000,Amateur Draft
234,Octavio Dotel\doteloc01,28,HOU,97.1,83,0,21,1.94,4.45,-0.21,-0.33,106.1,4.60,28,3.0,1.33,0.3,4.2,37,.537,.519,$435000,Traded
235,Takahito Nomura*\nomurta01,33,MIL,13.2,21,0,14,9.22,4.66,-0.09,-0.34,100.1,4.41,-7,-0.7,.87,0.0,-0.6,-6,.465,.495,$430000,Free Agency
236,Kyle Farnsworth\farnsky01,26,CHC,46.2,45,0,47,9.06,4.47,-0.36,-0.33,98.9,4.45,-24,-2.4,1.36,-0.5,-2.5,-20,.447,.485,$410000,Amateur Draft
237,Ed Vosberg*\vosbeed01,40,MON,1.0,4,0,3,27.00,7.02,-0.18,-0.52,107.3,7.16,-2,-0.2,.53,0.0,-0.2,-2,.445,.499,$400000,Free Agency
238,Scott Williamson\willisc01,26,CIN,74.0,63,0,27,3.28,4.51,0.00,-0.33,105.9,4.42,9,1.0,1.28,0.0,1.6,16,.515,.506,$400000,Amateur Draft
239,Brad Penny\pennybr01,24,FLA,129.1,24,24,76,5.29,4.46,-0.08,0.17,98.5,4.65,-10,-1.0,,-0.1,0.0,2,.459,.494,$377500,Traded
240,Nelson Cruz\cruzne01,29,HOU,78.1,43,5,44,5.06,4.53,-0.30,-0.21,105.1,4.86,-2,-0.2,.84,-0.1,0.4,5,.495,.499,$375000,Traded
241,Darrell May*\mayda02,30,KCR,131.1,30,21,83,5.69,4.91,-0.13,0.11,108.1,5.57,-2,-0.2,1.12,-0.1,1.0,13,.492,.499,$375000,Free Agency
242,Matt Herges\hergema01,32,MON,64.2,62,0,33,4.59,4.40,-0.09,-0.32,103.8,4.32,-2,-0.2,1.39,-0.2,0.2,3,.496,.499,$370000,Traded
243,A.J. Burnett\burnea.01,25,FLA,204.1,31,29,84,3.70,4.48,-0.07,0.17,100.0,4.71,22,2.4,1.09,-0.1,4.0,40,.578,.515,$367500,Traded
244,Giovanni Carrara\carragi01,34,LAD,90.2,63,1,34,3.38,4.69,0.29,-0.32,93.9,3.83,4,0.4,1.07,-0.2,1.1,12,.507,.503,$360000,Free Agency
245,Vladimir Nunez\nunezvl01,27,FLA,97.2,77,0,38,3.50,4.45,-0.08,-0.33,97.6,4.09,6,0.6,1.49,-0.1,1.4,15,.508,.504,$360000,Traded
246,Scott Strickland\stricsc02,26,2TM,68.2,69,0,29,3.80,4.59,-0.13,-0.34,95.7,4.19,3,0.3,1.44,-0.1,0.8,9,.504,.501,$355000,Amateur Draft
247,Wade Miller\millewa04,25,HOU,164.2,26,26,63,3.44,4.49,-0.26,0.17,105.1,5.17,31,3.5,,-0.1,4.8,46,.635,.522,$350000,Amateur Draft
248,Eddie Oropesa*\oropeed01,30,ARI,25.1,32,0,30,10.66,4.58,-0.03,-0.34,117.6,5.02,-16,-1.6,.99,0.0,-1.4,-14,.450,.490,$350000,Free Agency
249,Jarrod Washburn*\washbja01,27,ANA,206.0,32,32,75,3.28,4.91,0.61,0.18,98.3,4.39,24,2.6,,-0.1,4.5,49,.580,.516,$350000,Amateur Draft
250,Armando Almanza*\almanar01,29,FLA,45.2,51,0,22,4.34,4.42,-0.06,-0.33,98.3,4.09,-1,-0.2,1.34,-0.1,0.1,3,.497,.499,$346000,Traded
251,Tony Armas\armasto02,24,MON,164.1,29,29,87,4.76,4.47,-0.08,0.17,101.9,4.80,0,0.0,,-0.1,1.3,15,.500,.500,$335000,Traded
252,Darren Holmes\holmeda01,36,ATL,54.2,55,0,12,1.98,4.51,0.43,-0.33,101.5,3.80,11,1.1,1.04,-0.1,1.5,16,.521,.507,$325000,Free Agency
253,Scott Schoeneweis*\schoesc01,28,ANA,118.0,54,15,68,5.19,5.00,0.64,0.05,100.3,4.42,-11,-1.0,1.53,-0.2,0.0,3,.481,.494,$325000,Amateur Draft
254,Cory Bailey\baileco01,31,KCR,46.0,37,0,24,4.70,4.78,-0.13,-0.36,109.3,4.97,1,0.1,1.17,-0.1,0.5,7,.503,.501,$320000,Free Agency
255,Mark Buehrle*\buehrma01,23,CHW,239.0,34,34,102,3.84,4.72,0.08,0.17,101.5,4.88,26,2.8,,-0.2,5.0,54,.581,.517,$310000,Amateur Draft
256,Doug Davis*\davisdo02,26,TEX,59.2,10,10,36,5.43,5.05,-0.15,0.19,102.5,5.52,0,0.0,,0.0,0.6,7,.503,.500,$310000,Amateur Draft
257,Dan Reichert\reichda01,25,KCR,66.0,30,6,48,6.55,4.81,-0.13,-0.08,110.1,5.35,-9,-0.9,1.14,-0.1,-0.3,-1,.471,.495,$310000,Amateur Draft
258,Justin Speier\speieju01,28,COL,62.1,63,0,31,4.48,4.64,0.20,-0.34,116.5,4.78,2,0.2,1.23,-0.1,0.6,7,.503,.501,$310000,Waivers
259,Jimmy Anderson*\anderji02,26,PIT,140.2,28,25,91,5.82,4.50,0.08,0.16,102.8,4.71,-18,-1.8,.21,-0.1,-0.6,-5,.437,.489,$305000,Amateur Draft
260,Bruce Chen*\chenbr01,25,3TM,77.2,55,6,53,6.14,4.62,-0.04,-0.19,104.4,4.67,-13,-1.3,.84,0.0,-0.6,-6,.476,.497,$300000,Traded
261,Aaron Fultz*\fultzaa01,28,SFG,41.1,43,0,22,4.79,4.59,0.24,-0.34,96.5,3.87,-4,-0.5,.86,-0.1,-0.2,-1,.489,.497,$300000,Free Agency
262,Eric Gagne\gagneer01,26,LAD,82.1,77,0,18,1.97,4.59,0.20,-0.34,91.5,3.71,16,1.7,1.88,0.5,2.9,23,.522,.510,$300000,Amateur Free Agent
263,Ray King*\kingra01,28,MIL,65.0,76,0,24,3.32,4.52,-0.08,-0.33,100.2,4.28,7,0.7,.92,-0.2,1.1,12,.509,.504,$300000,Traded
264,Mike Matthews*\matthmi01,28,2TM,45.2,47,0,23,4.53,4.60,0.26,-0.34,99.5,3.98,-3,-0.3,.69,0.0,0.0,1,.493,.498,$300000,Traded
265,Roy Oswalt\oswalro01,24,HOU,233.0,35,34,86,3.32,4.43,-0.26,0.17,104.7,5.09,45,5.1,.42,-0.1,7.0,66,.646,.532,$300000,Amateur Draft
266,Mark Redman*\redmama01,28,DET,203.0,30,30,107,4.74,4.93,-0.26,0.18,95.5,5.13,8,0.8,,-0.1,2.7,31,.525,.505,$300000,Traded
267,B.J. Ryan*\ryanb.01,26,BAL,57.2,67,0,31,4.84,5.02,0.23,-0.38,97.8,4.32,-4,-0.4,1.20,-0.2,0.1,3,.495,.498,$300000,Traded
268,Donne Wall\walldo01,34,ANA,21.0,17,0,15,6.43,4.95,0.60,-0.38,98.0,3.89,-6,-0.6,.83,0.0,-0.4,-4,.466,.496,$300000,Free Agency
269,Masato Yoshii\yoshima01,37,MON,131.1,31,20,66,4.52,4.49,-0.09,0.08,100.8,4.70,2,0.2,.69,-0.1,1.2,14,.507,.501,$300000,Free Agency
270,Tanyon Sturtze\sturtta01,31,TBD,224.0,33,33,141,5.67,5.02,-0.05,0.18,98.6,5.19,-13,-1.3,,-0.2,0.9,13,.462,.492,$295000,Traded
271,Barry Zito*\zitoba01,24,OAK,229.1,35,35,79,3.10,4.87,-0.03,0.18,97.8,4.97,47,5.0,,-0.2,7.2,73,.643,.531,$295000,Amateur Draft
272,Ben Sheets\sheetbe01,23,MIL,216.2,34,34,105,4.36,4.51,-0.09,0.17,99.4,4.74,8,0.9,,-0.1,2.6,27,.525,.505,$290000,Amateur Draft
273,Brian Tollberg\tollbbr01,29,SDP,61.2,12,11,47,6.86,4.47,-0.53,0.12,90.8,4.65,-15,-1.4,.15,0.0,-0.9,-10,.380,.491,$285000,Free Agency
274,Kelly Wunsch*\wunscke01,29,CHW,31.2,50,0,12,3.41,4.81,0.07,-0.36,100.6,4.40,3,0.3,1.11,-0.1,0.6,7,.507,.502,$285000,Free Agency
275,Adam Eaton\eatonad01,24,SDP,33.1,6,6,20,5.40,4.66,-0.41,0.18,96.5,5.07,-1,-0.1,,0.0,0.1,2,.477,.499,$280000,Traded
276,Scott Eyre*\eyresc01,30,2TM,74.2,70,3,41,4.94,5.14,0.00,-0.28,104.1,5.06,1,0.1,1.30,-0.1,0.7,9,.501,.500,$280000,Waivers
277,Chad Durbin\durbich01,24,KCR,8.1,2,2,11,11.88,5.37,-0.15,0.20,113.2,6.48,-5,-0.4,,0.0,-0.3,-4,.298,.498,$275000,Amateur Draft
278,Jon Garland\garlajo01,22,CHW,192.2,33,33,109,5.09,4.75,0.08,0.17,101.6,4.92,-5,-0.5,,-0.1,1.4,18,.486,.497,$275000,Traded
279,Kip Wells\wellski01,25,PIT,198.1,33,33,92,4.17,4.47,0.07,0.17,103.6,4.73,11,1.2,,-0.1,2.8,29,.537,.508,$272500,Traded
280,Tom Davey\daveyto01,28,SDP,21.0,19,0,14,6.00,4.56,-0.41,-0.34,97.8,4.54,-4,-0.4,1.10,-0.1,-0.2,-2,.481,.498,$270000,Traded
281,Calvin Maduro\madurca01,27,BAL,56.2,12,10,37,5.88,4.91,0.29,0.15,95.9,4.57,-9,-0.8,.07,0.0,-0.2,-2,.434,.495,$270000,Free Agency
282,Luke Prokopec\prokolu01,24,TOR,71.2,22,12,57,7.16,4.96,-0.05,0.11,103.3,5.29,-15,-1.4,.58,0.0,-0.7,-7,.435,.491,$268000,Traded
283,Mike Lincoln\lincomi01,27,PIT,72.1,55,0,28,3.48,4.50,0.07,-0.33,102.7,4.20,5,0.6,1.09,-0.1,1.1,12,.511,.504,$267500,Free Agency
284,Kevin Walker*\walkeke02,25,SDP,8.0,11,0,6,6.75,4.68,-0.46,-0.35,105.2,5.04,-2,-0.2,1.47,-0.1,-0.1,-1,.486,.499,$267000,Amateur Draft
285,Gene Stechschulte\stechge01,28,STL,32.0,29,0,19,5.34,4.40,0.30,-0.32,99.6,3.76,-6,-0.6,1.16,-0.1,-0.4,-3,.480,.496,$265000,Amateur Free Agent
286,Danny Kolb\kolbda01,27,TEX,32.0,34,0,17,4.78,5.07,-0.14,-0.38,104.3,5.02,1,0.1,1.33,-0.1,0.4,4,.502,.500,$260000,Amateur Draft
287,Willis Roberts\roberwi01,27,BAL,75.0,66,0,34,4.08,4.97,0.27,-0.38,95.6,4.13,0,0.0,1.39,-0.2,0.6,9,.500,.500,$260000,Free Agency
288,Hector Mercado*\mercahe01,28,PHI,39.0,31,3,21,4.85,4.42,0.13,-0.17,96.1,3.96,-4,-0.4,1.12,-0.1,-0.2,-1,.487,.497,$255000,Traded
289,Joel Pineiro\pineijo01,23,SEA,194.1,37,28,75,3.47,4.92,0.03,0.13,95.9,4.81,28,2.9,.84,-0.2,4.7,50,.578,.518,$255000,Amateur Draft
290,Lou Pote\potelo01,30,ANA,50.1,31,0,20,3.58,4.83,0.56,-0.37,100.4,3.93,2,0.2,.57,-0.2,0.6,8,.505,.501,$255000,Free Agency
291,Jason Boyd\boydja02,29,SDP,28.1,23,0,29,9.21,4.54,-0.48,-0.34,94.4,4.42,-15,-1.5,.93,0.0,-1.3,-13,.435,.491,$253000,Free Agency
292,Ruben Quevedo\queveru01,23,MIL,139.0,26,25,100,6.47,4.53,-0.09,0.17,99.9,4.79,-27,-2.5,.04,-0.1,-1.4,-14,.402,.484,$252500,Traded
